activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
petroleum refinery operation,CH,diesel,kg,1,0.8942800740705844,0.8935524833223679,0.0005933125340728,0.0001342782141437,4.121364930209031e-09,1.676206011289779,0.5552011615653589
petroleum refinery operation,CH,"electricity, high voltage",kWh,1,0.313329510365235,0.3130696660995044,0.0002111695819581,4.867468377252798e-05,1.466588122913509e-09,0.5854521469672046,0.1953828004657022
petroleum refinery operation,CH,heavy fuel oil,kg,1,0.809914069483478,0.8092132101279328,0.0005740567341365,0.0001268026214084,3.890234257766797e-09,1.547730578889112,0.4898931791935859
petroleum refinery operation,CH,kerosene,kg,1,0.8876232225199596,0.8869083441918799,0.0005816039794929,0.0001332743485867,4.090902126321854e-09,1.663758254219709,0.5510657080884727
petroleum refinery operation,CH,light fuel oil,kg,1,0.88405697010249,0.883337696922875,0.0005865299880928,0.000132743191522,4.07425089581015e-09,1.657044197421601,0.5488542917619718
petroleum refinery operation,CH,liquefied petroleum gas,kg,1,0.9628005315244168,0.961833899717964,0.0008216490642071,0.0001449827422457,4.211344560417848e-09,1.747992587966871,0.6221239536405687
"hydrocarbons purification, molecular sieve separation of naphtha",RoW,fraction 7 from naphtha separation,kg,1,1.280286610759428,1.273933553019066,0.0058521169857604,0.0005009407546019,1.4808465508010282e-08,2.030929272922356,0.9512560790897288
petroleum refinery operation,CH,"petrol, unleaded",kg,1,1.151000352613179,1.150170115969469,0.0006297850546417,0.0002004515890673,5.4404662203788624e-09,2.004857359547735,0.7828600519911912
petroleum refinery operation,CH,pitch,kg,1,0.8363797092433279,0.8356408325675715,0.0006079399720433,0.000130936703713,4.016730551570148e-09,1.598258604644918,0.5059008166818824
petroleum refinery operation,CH,refinery gas,kg,1,0.5131291879062185,0.5127036497023608,0.0003458253133397,7.971289051795777e-05,2.401781982253528e-09,0.9587752662717776,0.3199718329018663
petroleum refinery operation,CH,sulfur,kg,1,0.1769582255212916,0.1768114740068173,0.0001192616503431,2.748986413107502e-05,8.282808456147848e-10,0.3306441609479559,0.1103457942007731
"petroleum slack wax production, petroleum refinery operation",BR,petroleum slack wax,kg,1,1.181481152019905,1.180046345960242,0.0012502434511758,0.0001845626084874,3.856466506276893e-09,1.62584711821751,0.9879784451218412
"petroleum slack wax production, petroleum refinery operation",CO,petroleum slack wax,kg,1,1.233342626215521,1.231950380837399,0.0011155127709651,0.0002767326071567,4.139379852015401e-09,1.668029770264021,1.045349172652168
"petroleum slack wax production, petroleum refinery operation",Europe without Switzerland,petroleum slack wax,kg,1,1.504069613914298,1.502615195660722,0.0012896074308217,0.0001648108227541,4.990275940280238e-09,2.277256672234671,1.167350711421366
"petroleum slack wax production, petroleum refinery operation",IN,petroleum slack wax,kg,1,1.606544104384537,1.605282072123793,0.0010268106240612,0.0002352216366818,5.852285562843704e-09,2.379524954130573,1.270333542730115
"petroleum slack wax production, petroleum refinery operation",PE,petroleum slack wax,kg,1,1.47668752845592,1.475555631038896,0.0009743438754574,0.0001575535415667,3.705766639817952e-09,2.142762287214186,1.188284062690486
"petroleum slack wax production, petroleum refinery operation",RoW,petroleum slack wax,kg,1,1.477391283164291,1.476123203005001,0.0010292679547756,0.000238812204514,4.902741725098116e-09,2.189204771836476,1.168735607913147
"petroleum slack wax production, petroleum refinery operation",ZA,petroleum slack wax,kg,1,1.489434167520171,1.488295638898711,0.0009720738657115,0.0001664547557493,4.254607064114276e-09,2.253365788897078,1.156467909851824
"phenol production, cumene oxidation",RoW,"acetone, liquid",kg,1,2.678603057568532,2.682930917202716,-0.0054717198989867,0.0011438602648023,2.3884408220001533e-08,3.446756332945367,2.365300638313143
"phenol production, cumene oxidation",RoW,phenol,kg,1,3.306211718705814,3.311553615183914,-0.0067537683123258,0.0014118718342254,2.9480631752499464e-08,4.254346737680405,2.919501143163755
"phenol production, cumene oxidation",RER,"acetone, liquid",kg,1,2.296429518720759,2.291776749913371,0.0038336151440914,0.0008191536632957,2.373639794910107e-08,3.040796662197403,1.974334268877344
"phenol production, cumene oxidation",RER,phenol,kg,1,2.834493212618255,2.828750279296369,0.0047318482962938,0.0010110850255908,2.929794201400733e-08,3.753268902740861,2.436929607005692
phenolic resin production,RoW,phenolic resin,kg,1,3.892663815569037,3.897942574703709,-0.0075543809301787,0.002275621795507,3.841574117790212e-08,4.94949260918019,3.475675447576734
phenolic resin production,RER,phenolic resin,kg,1,3.132247338132222,3.121808083473654,0.0089078043664397,0.0015314502921283,3.7848572735025896e-08,4.112601014038456,2.719628524753723
phenoxy-compound production,RoW,phenoxy-compound,kg,1,7.294248072657161,7.266034843184266,0.0210169647827857,0.007196264690109,7.015721483121085e-08,8.671581691269092,6.725294440644051
phenoxy-compound production,RER,phenoxy-compound,kg,1,5.752478915652449,5.689330259111456,0.0582002553548341,0.004948401186158,6.969634052981844e-08,6.90825565835082,5.219455612389098
phenyl acetic acid production,RoW,phenyl acetic acid,kg,1,6.200294019367298,6.17807022605384,0.0166207710346809,0.0056030222787774,4.4463135495571885e-08,7.776548262260518,5.516481540951133
phenyl acetic acid production,RER,phenyl acetic acid,kg,1,5.237963580614918,5.189518976747515,0.0449108897054725,0.0035337141619304,4.351121412932487e-08,6.919530865115928,4.460322783160376
phenyl isocyanate production,RoW,"hydrochloric acid, without water, in 30% solution state",kg,1,0.3855438492805887,0.385684996108239,-0.0003715861850424,0.0002304393573921,4.633484507129869e-09,0.4575593905192156,0.3473822250139914
phenyl isocyanate production,RoW,phenyl isocyanate,kg,1,5.798336630912792,5.800459390289265,-0.0055884221529999,0.0034656627765274,6.968468825671097e-08,6.881405007021273,5.224409840761606
phenyl isocyanate production,RER,"hydrochloric acid, without water, in 30% solution state",kg,1,0.2827069028096698,0.2811140729775158,0.0014381480639211,0.0001546817682328,3.9261798771268374e-09,0.3495473385299454,0.2521517694852218
phenyl isocyanate production,RER,phenyl isocyanate,kg,1,4.251733735169053,4.227778577850831,0.0216288409613338,0.0023263163568876,5.9047272167812976e-08,5.256971784190529,3.792203777297436
"phosgene production, gaseous, from evaporation of phosgene, liquid",RoW,"phosgene, gaseous",kg,1,1.277964203527629,1.274211363361174,0.0020389256916556,0.0017139144747988,1.643311855967514e-08,1.502370035704893,1.193206574210015
"phosgene production, gaseous, from evaporation of phosgene, liquid",RER,"phosgene, gaseous",kg,1,1.012443251455213,0.993421079899622,0.0179176704810227,0.0011045010745683,1.6838595068514522e-08,1.166861912675279,0.9356419778617224
"phosgene production, gaseous, from evaporation of phosgene, liquid",US,"phosgene, gaseous",kg,1,1.250669455525975,1.247197895925929,0.0019103266678093,0.0015612329322361,1.620930260393603e-08,1.469557111271055,1.168541032009569
"phosgene production, liquid",RoW,"phosgene, liquid",kg,1,1.221588260429225,1.217872631305042,0.0020488729876073,0.001666756136575,1.627638279685982e-08,1.437014892917977,1.140447780107711
"phosgene production, liquid",RER,"phosgene, liquid",kg,1,0.961971559397202,0.9430777992347736,0.0178039237496692,0.0010898364127592,1.6676473813664162e-08,1.108115229171398,0.8886882966274801
"phosgene production, liquid",US,"phosgene, liquid",kg,1,1.192792363618637,1.189308946828604,0.001937427886085,0.0015459889039477,1.6047862574115952e-08,1.402307897811414,1.114382522892432
phosphane production,GLO,phosphane,kg,1,20.62949931360595,20.51164986342964,-0.0607632342167587,0.1786126843930702,7.646226367528651e-08,27.94279538155139,20.04272288411057
phosphate rock beneficiation,RoW,"phosphate rock, beneficiated",kg,1,0.0979308191981539,0.0982996311971805,-0.0035686058650842,0.0031997938660576,4.0580585381435577e-10,0.1152413499597297,0.0960571609658485
phosphate rock beneficiation,MA,"phosphate rock, beneficiated",kg,1,0.0875187417860984,0.0873899924964593,-0.001567622436863,0.0016963717265021,2.355944609515117e-10,0.1009769459036133,0.084273873570137
phosphate rock beneficiation,RER,"phosphate rock, beneficiated",kg,1,0.1470838327600311,0.1475612035493429,-0.0049964544473422,0.0045190836580304,8.351801018786603e-10,0.1707773171876174,0.1444307212372484
phosphate rock beneficiation,US,"phosphate rock, beneficiated",kg,1,0.0571417358903634,0.0583356189921948,-0.0052329960191992,0.0040391129173678,4.4188969814789755e-10,0.0719183175246507,0.0585826904666701
"phosphoric acid factory construction, fertiliser grade",RoW,"phosphoric acid factory, fertiliser grade",unit,1,4141525.28456453,4082158.114504746,55286.645575918,4080.524483866907,0.0183942192836551,4752044.693460321,3885827.76879809
"phosphoric acid factory construction, fertiliser grade",US,"phosphoric acid factory, fertiliser grade",unit,1,4137304.295487817,4077071.04700966,56227.20286007902,4006.045618078114,0.0184885455345486,4743974.594688019,3881524.783364393
"phosphoric acid production, dihydrate process",RoW,"fluosilicic acid, without water, in 22% solution state",kg,1,2.360480229244291,2.357706085593439,-0.0143837002031699,0.0171578438540221,1.71318788313979e-08,2.734235825691381,2.24223092782204
"phosphoric acid production, dihydrate process",RoW,"phosphoric acid, fertiliser grade, without water, in 70% solution state",kg,1,0.8091164525171646,0.8081655420872688,-0.0049303901546275,0.0058813005845231,5.8724003926274424e-09,0.9372309770783492,0.7685834058540139
"phosphoric acid production, dihydrate process",MA,"fluosilicic acid, without water, in 22% solution state",kg,1,2.638495134743696,2.635245228828443,-0.0061866179013659,0.0094365238166185,1.548378465950345e-08,2.997602276925521,2.513710924921197
"phosphoric acid production, dihydrate process",MA,"phosphoric acid, fertiliser grade, without water, in 70% solution state",kg,1,0.9044133464702184,0.9032993560573416,-0.0021206253996183,0.0032346158124953,5.307472928615141e-09,1.027506729484385,0.8616402887123639
"phosphoric acid production, dihydrate process",RER,"phosphoric acid, fertiliser grade, without water, in 70% solution state",kg,1,0.8622074180143066,0.8602912797021105,-0.005880200509325,0.007796338821521,1.032652138057584e-08,1.004571583275755,0.814096076477604
"phosphoric acid production, dihydrate process",US,"fluosilicic acid, without water, in 22% solution state",kg,1,2.04633498689398,2.048090101778215,-0.0219096407446258,0.02015452586039,1.6400563294346453e-08,2.395351096741315,1.948941764254495
"phosphoric acid production, dihydrate process",US,"phosphoric acid, fertiliser grade, without water, in 70% solution state",kg,1,0.7014349388503447,0.7020365504678874,-0.0075101034847018,0.0069084918671591,5.621722828945749e-09,0.8210693561067959,0.6680508597019653
phosphorous chloride production,RoW,phosphorous chloride,kg,1,4.036036872700411,4.014437993571605,-0.006486570116761,0.0280854492455649,2.351770618155653e-08,5.242858544757556,3.894547925265364
phosphorous chloride production,RER,phosphorous chloride,kg,1,3.598836601980223,3.558968571793669,0.012524459733335,0.0273435704532202,2.378348798979425e-08,4.727981899884707,3.464056406508201
"phosphorus oxychloride production, from phosphorus pentachloride",GLO,phosphorus oxychloride,kg,1,5.920079245893754,5.881828197775034,0.0067894208234338,0.0314616272952842,5.796358486389638e-08,7.383105838799336,5.663502781522994
"phosphorus oxychloride production, from phosphorus trichloride",RoW,phosphorus oxychloride,kg,1,4.320914284353803,4.298836360078384,-0.0054135229683604,0.0274914472437791,3.049175264353099e-08,5.526113299823994,4.160024870650108
"phosphorus oxychloride production, from phosphorus trichloride",RER,phosphorus oxychloride,kg,1,3.659157871197607,3.615261940479981,0.0174915709023832,0.0264043598152426,3.047580477402538e-08,4.75514971953177,3.512185478006848
phosphorus pentachloride production,CN,phosphorus pentachloride,kg,1,3.325762719222774,3.309329172986055,-0.0041798666123883,0.0206134128491075,2.7616632176192733e-08,4.242583986530305,3.199428973973175
phosphorus pentachloride production,RoW,phosphorus pentachloride,kg,1,3.196704179960915,3.174911344251726,0.001418850159139,0.0203739855500491,2.768154155399523e-08,4.090267755381687,3.072461809803062
"phosphorus production, white, liquid",RoW,"phosphorus, white, liquid",kg,1,13.90956348033709,13.87142756765087,-0.0677587131131001,0.1058946257993273,3.579306394256451e-08,18.67184661694145,13.56887442375168
"phosphorus production, white, liquid",RER,"phosphorus, white, liquid",kg,1,9.724374681770964,9.587269054101103,0.0049087570802899,0.1321968705895712,4.146287093240781e-08,14.12450483223421,9.41714600214512
phosphorus trichloride production,GLO,phosphorus trichloride,kg,1,4.55259632304238,4.525433978971795,-0.0049484873781605,0.0321108314487455,2.55057782054802e-08,5.937045800427505,4.389763453185926
photovoltaic cell factory construction,DE,photovoltaic cell factory,unit,1,1379318.449449765,1373895.922431724,4506.467031555087,916.0599864863544,0.0034470538292089,1600885.194706214,1321539.356352349
photovoltaic cell factory construction,RoW,photovoltaic cell factory,unit,1,1377880.398591466,1371828.949534416,4995.475427754652,1055.97362929631,0.0034500552290114,1599585.182481651,1320105.525076717
"photovoltaic cell production, multi-Si wafer",RoW,"photovoltaic cell, multi-Si wafer",m2,1,173.3085465191191,171.4958838652428,1.529648223583164,0.2830144302931346,1.638468636700749e-06,196.6173140987802,162.3578213430975
"photovoltaic cell production, multi-Si wafer",RER,"photovoltaic cell, multi-Si wafer",m2,1,160.8007437657006,158.7408429365327,1.792681737463892,0.2672190917039615,1.62997292988007e-06,182.3124318366281,150.2296077848327
"photovoltaic cell production, ribbon-Si",RoW,"photovoltaic cell, ribbon-Si",m2,1,126.0806472962285,124.925272590878,0.933944035732204,0.2214306696182922,3.34185895340251e-07,141.1760192734216,118.7940646784464
"photovoltaic cell production, ribbon-Si",RER,"photovoltaic cell, ribbon-Si",m2,1,113.5728445428098,112.1702316621678,1.196977549612912,0.2056353310291177,3.256901885193323e-07,126.8711370112693,106.6658511201816
"photovoltaic cell production, single-Si wafer",RoW,"photovoltaic cell, single-Si wafer",m2,1,237.7252278738951,235.5677329688318,1.750325600673013,0.4071693043902985,1.828052740616244e-06,268.8505502644963,223.2054976495013
"photovoltaic cell production, single-Si wafer",RER,"photovoltaic cell, single-Si wafer",m2,1,225.2174251204769,222.8126920401221,2.01335911455376,0.3913739658011262,1.819557033795703e-06,254.5456680023444,211.077284091237
"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",CH,"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",unit,1,6276.454027707261,6248.879649579162,16.20897783057514,11.36540029752285,0.0046175660214895,7244.30271396367,5916.505794360385
"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",RoW,"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",unit,1,6278.64751483362,6251.126160356082,16.14472217282399,11.37663230471409,0.0046175769626502,7248.142586814206,5918.375479162743
"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",CH,"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",unit,1,6675.274469222005,6646.71706098913,16.30032429284949,12.25708394002516,0.0046322895236169,7709.603756774807,6297.534860130679
"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",RoW,"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",unit,1,6677.461586473509,6648.957218704309,16.23606824669994,12.26829952250167,0.0046323004562808,7713.436270632207,6299.398447826321
"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",CH,"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",unit,1,7279.274931258431,7246.328236398559,19.61351276184256,13.33318209803078,0.0046189554752356,8358.465317449316,6864.661744140843
"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",RoW,"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",unit,1,7281.743083496205,7248.847774493781,19.55045202333087,13.34485697909296,0.0046189686212802,8362.619973646128,6866.789139497338
"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",CH,"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",unit,1,7654.253682893856,7620.382728243214,19.69940259718484,14.1715520534564,0.0046327996693314,8795.950705221156,7222.912653820998
"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",RoW,"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",unit,1,7656.740307768723,7622.920690217503,19.63634298502843,14.18327456619128,0.0046328128400167,8800.126702498057,7225.057730786993
"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",CH,"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",unit,1,6711.1312754923,6682.248421116868,16.85084201653334,12.03201235889791,0.00461895196204,7777.049576520013,6315.119812268892
"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",RoW,"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",unit,1,6713.966440302032,6685.135287848744,16.78651151064425,12.0446409426433,0.0046189629103891,7781.613644395284,6317.597237766271
"photovoltaic flat-roof installation, 3kWp, single-Si, on roof",CH,"photovoltaic flat-roof installation, 3kWp, single-Si, on roof",unit,1,7687.971143770606,7653.793935128287,20.21728529935666,13.95992334296229,0.0046202587739146,8859.37069996074,7239.449120908249
"photovoltaic flat-roof installation, 3kWp, single-Si, on roof",RoW,"photovoltaic flat-roof installation, 3kWp, single-Si, on roof",unit,1,7691.105816203735,7656.978606119306,20.15415122746153,13.97305885696606,0.0046202719602849,8864.278251255548,7242.208035676014
"photovoltaic laminate production, CIS",DE,"photovoltaic laminate, CIS",m2,1,94.93477969692198,89.55218949726064,5.261016299535603,0.1215739001257539,4.028232532166874e-06,101.0527788680518,85.71178529282639
"photovoltaic laminate production, CIS",RoW,"photovoltaic laminate, CIS",m2,1,115.4546574261716,114.8334582233397,0.4219263366496284,0.1992728661822822,4.062762891791421e-06,131.1788286749311,108.6690519463027
"photovoltaic laminate production, CdTe",RoW,"photovoltaic laminate, CdTe",m2,1,48.37890314659378,48.09735017049942,0.1988474691097672,0.0827055069845797,1.923052584333447e-07,55.81964275541939,45.64373476953533
"photovoltaic laminate production, CdTe",MY,"photovoltaic laminate, CdTe",m2,1,51.9472278556247,51.4456681272233,0.3291248519632162,0.1724348764381916,2.472916692966388e-07,59.59859085607661,49.27179996510424
"photovoltaic laminate production, CdTe",US,"photovoltaic laminate, CdTe",m2,1,45.3221665884444,45.12572692437325,0.1421400039203787,0.0542996601507795,1.838564014228258e-07,52.28315589869309,42.84318220063176
"photovoltaic laminate production, CdTe",VN,"photovoltaic laminate, CdTe",m2,1,45.32241473878319,45.24693831895559,0.0265548016562065,0.0489216181713937,1.947651638842434e-07,52.49678427840544,42.83888584818106
"photovoltaic laminate production, a-Si",RoW,"photovoltaic laminate, a-Si",m2,1,50.73918214071211,50.41906409253674,0.2237210413492944,0.0963970068260722,1.45625419937405e-07,59.48878114493021,47.05057256267263
"photovoltaic laminate production, a-Si",US,"photovoltaic laminate, a-Si",m2,1,39.39033657780922,39.25574180124293,0.1076707203206007,0.0269240562456886,1.332062741670833e-07,46.45756856507525,36.5047268273081
"photovoltaic laminate production, multi-Si wafer",RoW,"photovoltaic laminate, multi-Si wafer",m2,1,189.8214088720824,188.8554106450385,0.6734890827476405,0.2925091442962769,1.743490039384466e-06,219.1988351609101,177.9398420025169
"photovoltaic laminate production, multi-Si wafer",RER,"photovoltaic laminate, multi-Si wafer",m2,1,190.0150211232477,188.4969206349959,1.226485555618058,0.2916149326337999,1.769718144191068e-06,217.9007363982737,177.7755966808755
"photovoltaic laminate production, ribbon-Si",RoW,"photovoltaic laminate, ribbon-Si",m2,1,146.0588366552393,145.7111004183987,0.1123034077397837,0.2354328291008528,5.275493302936629e-07,167.8172622549443,137.585462025848
"photovoltaic laminate production, ribbon-Si",RER,"photovoltaic laminate, ribbon-Si",m2,1,146.2524489064054,145.3526104083568,0.6652998806102266,0.234538617438377,5.537774351005674e-07,166.5191634923088,137.4212167042076
"photovoltaic laminate production, single-Si wafer",RoW,"photovoltaic laminate, single-Si wafer",m2,1,250.1576312822611,248.875506949476,0.8735062067545839,0.4086181260305642,1.920447223624858e-06,286.8625917999441,234.9399788673688
"photovoltaic laminate production, single-Si wafer",RER,"photovoltaic laminate, single-Si wafer",m2,1,250.3512435334279,248.5170169394347,1.426502679625021,0.4077239143680885,1.946675328431978e-06,285.564493037309,234.7757335457288
"photovoltaic module production, building-integrated, for facade installation",RoW,"photovoltaic module, building-integrated, for facade installation",m2,1,45.88026717578951,45.90175757341436,-0.1573620957577187,0.1358716981328621,4.1737439794869624e-08,53.1699824602639,44.32609733103255
"photovoltaic module production, building-integrated, for facade installation",RER,"photovoltaic module, building-integrated, for facade installation",m2,1,45.5379303210555,45.55970839121741,-0.1572084671424002,0.1354303969804961,4.1565802500919654e-08,52.75212618964828,44.00041251816383
"photovoltaic module production, building-integrated, for slanted-roof installation",RoW,"photovoltaic module, building-integrated, for slanted-roof installation",m2,1,37.25298562552457,37.38189544881691,-0.2284779984446914,0.0995681751523633,1.410380407616597e-07,44.17830009219548,35.61869524063307
"photovoltaic module production, building-integrated, for slanted-roof installation",RER,"photovoltaic module, building-integrated, for slanted-roof installation",m2,1,38.33237496423762,38.40585535603099,-0.1724574146627285,0.0989770228693611,1.448573960098198e-07,44.85816592040472,36.74258431098448
"photovoltaic mounting system production, for 570kWp open ground module",GLO,"photovoltaic mounting system, for 570kWp open ground module",m2,1,76.56031054693935,76.5881868554534,-0.2390585500218224,0.2111822415077641,3.142400138268006e-06,89.55322990795096,73.92661895528867
"photovoltaic mounting system production, for facade installation",RoW,"photovoltaic mounting system, for facade installation",m2,1,41.50985009872111,41.54594981202187,-0.1547051873920021,0.1186054740912349,6.586143758443041e-07,48.32066500369122,40.11154893226136
"photovoltaic mounting system production, for facade installation",RER,"photovoltaic mounting system, for facade installation",m2,1,41.20603045719031,41.22209137471113,-0.1343106917193272,0.118249774198504,6.598225760478125e-07,47.91795286855023,39.80310196514117
"photovoltaic mounting system production, for flat-roof installation",RoW,"photovoltaic mounting system, for flat-roof installation",m2,1,43.08082242865491,43.10282391862919,-0.1307316995853836,0.108730209611098,7.326328611740413e-08,51.2782004575154,40.88085745272908
"photovoltaic mounting system production, for flat-roof installation",RER,"photovoltaic mounting system, for flat-roof installation",m2,1,43.82578836792108,43.82400764847007,-0.1043860085001724,0.1061667279512,7.168473935443825e-08,51.39420743460187,41.79216281414585
"photovoltaic mounting system production, for slanted-roof installation",RoW,"photovoltaic mounting system, for slanted-roof installation",m2,1,43.87704111796107,43.98470290924667,-0.2292608211689743,0.1215990298833707,4.8733196468626484e-08,51.17632637708075,42.45114230152625
"photovoltaic mounting system production, for slanted-roof installation",RER,"photovoltaic mounting system, for slanted-roof installation",m2,1,43.67765917924645,43.72231078770157,-0.1662782935365234,0.1216266850814041,5.34789706670014e-08,50.81981443952709,42.20055810081657
photovoltaic panel factory construction,GLO,photovoltaic panel factory,unit,1,313376.5088173274,329544.8122341579,-16536.84597448936,368.5425576587394,0.0015640291369132,395985.7371362777,314060.8314229273
"photovoltaic panel production, CIS",DE,"photovoltaic panel, CIS",m2,1,121.9302892945675,119.5640490566034,2.162039984686334,0.2042002532778076,4.067891814641067e-06,136.3704425084051,113.6427955658301
"photovoltaic panel production, CIS",RoW,"photovoltaic panel, CIS",m2,1,122.2582507081238,119.843984238805,2.209839945376958,0.2044265239418565,4.067947023485905e-06,136.6659116615123,113.9235492576081
"photovoltaic panel production, a-Si",RoW,"photovoltaic panel, a-Si",m2,1,82.71698611761526,82.31447113426792,0.2331907319682011,0.1693242513791801,1.901967635493539e-07,96.66876678520096,77.6739064769958
"photovoltaic panel production, a-Si",US,"photovoltaic panel, a-Si",m2,1,71.4449967882436,71.22792085329792,0.1171846761445164,0.0998912588011812,1.781816430268469e-07,83.7285923059843,67.19984835163831
"photovoltaic panel production, multi-Si wafer",RoW,"photovoltaic panel, multi-Si wafer",m2,1,211.0543251507613,210.0322832126203,0.6747837448029957,0.3472581933380007,1.771812829334426e-06,243.7288123658501,198.2635311558976
"photovoltaic panel production, multi-Si wafer",RER,"photovoltaic panel, multi-Si wafer",m2,1,211.2479374019267,209.6737932025777,1.227780217673468,0.346363981675525,1.798040934141029e-06,242.4307136032137,198.0992858342564
"photovoltaic panel production, ribbon-Si",RoW,"photovoltaic panel, ribbon-Si",m2,1,167.2917529339188,166.8879729859809,0.1135980697951836,0.2901818781425773,5.558721202436223e-07,192.3472394598846,157.9091511792294
"photovoltaic panel production, ribbon-Si",RER,"photovoltaic panel, ribbon-Si",m2,1,167.4853651850844,166.5294829759386,0.6665945426656299,0.2892876664801013,5.821002250505272e-07,191.0491406972485,157.7449058575885
"photovoltaic panel production, single-Si wafer",RoW,"photovoltaic panel, single-Si wafer",m2,1,271.3905475609417,270.0523795170594,0.8748008688099856,0.4633671750722889,1.948770013574816e-06,311.3925690048857,255.2636680207512
"photovoltaic panel production, single-Si wafer",RER,"photovoltaic panel, single-Si wafer",m2,1,271.5841598121073,269.693889507017,1.427797341680431,0.462472963409813,1.974998118381938e-06,310.0944702422495,255.0994226991102
"photovoltaic plant construction, 570kWp, multi-Si, on open ground",GLO,"photovoltaic plant, 570kWp, multi-Si, on open ground",unit,1,1319457.070675524,1314010.451122843,2854.933289976804,2591.686262704854,0.0504174384081847,1526815.436278828,1247842.542375333
"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",CH,"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",unit,1,5537.736611692678,5470.712324824774,56.29007483089074,10.73421203701306,0.0046944834678411,6284.422123467758,5214.545559799148
"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",RoW,"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",unit,1,5540.038567369193,5473.06748759243,56.2254032113718,10.74567656539055,0.004694492765987,6288.385758473368,5216.517929270337
"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",CH,"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",unit,1,3624.10064698754,3620.444986567531,-3.774440886059607,7.430101306068829,0.0045871412217301,4227.653346349791,3440.137629291494
"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",RoW,"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",unit,1,3127.624228810971,3124.533440804336,-3.297459755651421,6.388247762286507,0.0045851102229093,3649.055906436247,2968.064041299524
"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof",CH,"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof",unit,1,4936.86258647776,4926.797593208476,-0.5942791078798815,10.65927237716435,0.0045890030933798,5802.841345188535,4641.543059305643
"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof",RoW,"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof",unit,1,4939.263420781678,4929.249937356202,-0.6574230507303042,10.67090647620818,0.004589015128783,5806.916525453576,4643.60748981839
"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",CH,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",unit,1,6714.825759293125,6700.845473492048,-0.8152627738059974,14.7955485748826,0.0045867789938882,7838.247414808042,6368.698418704632
"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",RoW,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",unit,1,6717.237639377797,6703.308841427705,-0.8784081057755873,14.80720605586769,0.0045867910448404,7842.335444640261,6370.773440392701
"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",CH,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",unit,1,6079.873173952951,6054.744981102645,14.59014705356037,10.53804579674563,0.0046198296748637,7039.410656822439,5718.098512238326
