activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
"electricity production, compressed air energy storage, adiabatic",RoW,"electricity, high voltage",kWh,1,0.9959057264892532,0.9897032330182896,0.0042143227880725,0.0019881706828909,9.53241308049035e-10,1.117578458910992,0.9403771628658036
"electricity production, compressed air energy storage, adiabatic",RER,"electricity, high voltage",kWh,1,0.4654234061663614,0.4487384701167199,0.0153411903609284,0.001343745688713,5.913180878350408e-10,0.5121230252057695,0.4255370163832959
"electricity production, deep geothermal",AT,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",CH,"electricity, high voltage",kWh,1,0.0212496552818465,0.0206798901230986,0.0005568989447677,1.286621398017866e-05,6.385579521317695e-11,0.0245248039057833,0.019895696581081
"electricity production, deep geothermal",CL,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",CN-GD,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",CN-SH,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",CR,"electricity, high voltage",kWh,1,0.0246224269949639,0.0226885291247982,0.0019020077233447,3.189014682096533e-05,6.779744257175511e-11,0.0268054497471514,0.0218054262231443
"electricity production, deep geothermal",CZ,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",DE,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",FR,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",GB,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",HU,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",ID,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",IN-TN,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",IS,"electricity, high voltage",kWh,1,0.0251261132859672,0.0226219273099375,0.0003674192244454,0.0021367667515842,6.556990509635816e-11,0.0296820087507702,0.0238998929878954
"electricity production, deep geothermal",IT,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",JP,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",KE,"electricity, high voltage",kWh,1,0.0327212141606775,0.0326693830243824,3.354641518104305e-05,1.82847211140629e-05,8.827825492417976e-11,0.0382165261288596,0.0311516545097715
"electricity production, deep geothermal",LT,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",LV,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",MX,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",NI,"electricity, high voltage",kWh,1,0.0477903222093242,0.0472117959419284,0.0005555542109377,2.297205645799055e-05,1.033197120161022e-10,0.0549031975964118,0.044749913026319
"electricity production, deep geothermal",NZ,"electricity, high voltage",kWh,1,0.0338386476964716,0.0332077288736543,0.0006137400298589,1.717879295828982e-05,7.971738909197873e-11,0.0387086795648079,0.0317502415983934
"electricity production, deep geothermal",PH,"electricity, high voltage",kWh,1,0.0905555880406776,0.0904849138828648,5.133734045064004e-05,1.933681736216737e-05,8.860379886879005e-11,0.0985522727172213,0.0878792937786503
"electricity production, deep geothermal",PL,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",PT,"electricity, high voltage",kWh,1,0.0692454187537666,0.0689464978487577,0.0001938220711915,0.0001050988338174,1.0649519671708339e-10,0.0786775187745219,0.0658510985375856
"electricity production, deep geothermal",RU,"electricity, high voltage",kWh,1,0.0692456317741366,0.0689467323379018,0.0001938002606028,0.0001050991756319,1.0649066661938709e-10,0.0786776180156443,0.0658513981703634
"electricity production, deep geothermal",RoW,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",SV,"electricity, high voltage",kWh,1,0.041579912304738,0.041026336404241,0.0005302937723982,2.328212809876421e-05,9.164235974480938e-11,0.0478341132555368,0.038983088768207
"electricity production, deep geothermal",TH,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",TR,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",US-HICC,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",US-SERC,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",US-WECC,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, deep geothermal",ZA,"electricity, high voltage",kWh,1,0.0692456604188696,0.0689467638695292,0.0001937973277449,0.0001050992215955,1.0649005745963709e-10,0.0786776313605439,0.0658514384618196
"electricity production, hard coal",AR,"electricity, high voltage",kWh,1,1.245900570492904,1.246426625875937,-0.0006427497149875,0.0001166943319536,2.8418592269680536e-10,1.429881762282498,1.181782189458455
"electricity production, hard coal",AT,"electricity, high voltage",kWh,1,0.9842903326529324,0.9874347218310237,-0.0032198204246999,7.543124660868736e-05,3.8335531007292424e-10,1.175819235586117,0.9048701053873076
"electricity production, hard coal",AU,"electricity, high voltage",kWh,1,1.133749904472056,1.135748020910025,-0.0020235228986287,2.540646065957956e-05,1.86728812747887e-10,1.241279014982096,1.089964293138864
"electricity production, hard coal",BE,"electricity, high voltage",kWh,1,1.103189116409952,1.105272094537033,-0.0021777604689429,9.478234186128516e-05,4.4493979695972165e-10,1.258034724026757,1.039424213629164
"electricity production, hard coal",BG,"electricity, high voltage",kWh,1,2.004811886608054,2.010348442176319,-0.0058045389189643,0.0002679833506999,1.214387603353596e-09,2.354903080660079,1.86265623774666
"electricity production, hard coal",BR-North-eastern grid,"electricity, high voltage",kWh,1,1.302775350906088,1.30317960704433,-0.0005293836355559,0.0001251274973139,2.9363876208069036e-10,1.470399416951409,1.230885952293585
"electricity production, hard coal",BR-Northern grid,"electricity, high voltage",kWh,1,1.302775350906087,1.303179607044329,-0.0005293836355559,0.0001251274973139,2.9363876208069036e-10,1.470399416951409,1.230885952293585
"electricity production, hard coal",BR-Southern grid,"electricity, high voltage",kWh,1,1.302775350906088,1.30317960704433,-0.0005293836355559,0.0001251274973139,2.9363876208069036e-10,1.470399416951409,1.230885952293585
"electricity production, hard coal",CA-AB,"electricity, high voltage",kWh,1,1.306313906044982,1.309222642383106,-0.0029764788978141,6.774255968962692e-05,3.893603482557622e-10,1.436597866435308,1.254825194916721
"electricity production, hard coal",CA-NB,"electricity, high voltage",kWh,1,1.306313906044982,1.309222642383106,-0.0029764788978141,6.774255968962692e-05,3.893603482557622e-10,1.436597866435308,1.254825194916721
"electricity production, hard coal",CA-NS,"electricity, high voltage",kWh,1,1.306313906044982,1.309222642383106,-0.0029764788978141,6.774255968962692e-05,3.893603482557622e-10,1.436597866435308,1.254825194916721
"electricity production, hard coal",CA-ON,"electricity, high voltage",kWh,1,1.306313906044982,1.309222642383106,-0.0029764788978141,6.774255968962692e-05,3.893603482557622e-10,1.436597866435308,1.254825194916721
"electricity production, hard coal",CA-PE,"electricity, high voltage",kWh,1,1.305581173695203,1.308495929256686,-0.0029823105250681,6.755496358457087e-05,3.8585208915949337e-10,1.435754815450969,1.254133939118359
"electricity production, hard coal",CA-QC,"electricity, high voltage",kWh,1,1.305581173695203,1.308495929256686,-0.0029823105250681,6.755496358457087e-05,3.8585208915949337e-10,1.435754815450969,1.254133939118359
"electricity production, hard coal",CL,"electricity, high voltage",kWh,1,1.108277630868709,1.109407636698519,-0.0012196778311974,8.967200138790988e-05,2.856270305673489e-10,1.248510700862574,1.049319041397846
"electricity production, hard coal",CN-AH,"electricity, high voltage",kWh,1,0.9476717275522568,0.9541199354172134,-0.0064860094183878,3.780155343129663e-05,3.5428119570690616e-10,1.065632015960146,0.9064869278839816
"electricity production, hard coal",CN-BJ,"electricity, high voltage",kWh,1,0.8798281031801712,0.8858653408477135,-0.0060728046629763,3.556699543405886e-05,3.3276339370067956e-10,0.9904565777535392,0.8412089588344025
"electricity production, hard coal",CN-CQ,"electricity, high voltage",kWh,1,1.253073804957057,1.261789434600851,-0.0087657597930717,5.01301492781641e-05,4.730001044808013e-10,1.411455862033717,1.197793336613065
"electricity production, hard coal",CN-FJ,"electricity, high voltage",kWh,1,0.9962605288703934,1.0030641704196,-0.0068433756933383,3.973414413161519e-05,3.7289118673397446e-10,1.120557509943769,0.9528655187693092
"electricity production, hard coal",CN-GD,"electricity, high voltage",kWh,1,0.9886698263777468,0.9954734679269536,-0.0068433756933383,3.973414413161519e-05,3.7289118673397446e-10,1.112963544798759,0.945281389502846
"electricity production, hard coal",CN-GS,"electricity, high voltage",kWh,1,1.106509306516914,1.114153064047076,-0.0076880596159484,4.430208578692131e-05,4.1687843881490727e-10,1.2457819487007,1.057894143888123
"electricity production, hard coal",CN-GX,"electricity, high voltage",kWh,1,1.120948681546346,1.128592439076507,-0.0076880596159484,4.430208578692131e-05,4.1687843881490727e-10,1.26022753009392,1.072321015031636
"electricity production, hard coal",CN-GZ,"electricity, high voltage",kWh,1,1.117661701743012,1.125305459273173,-0.0076880596159484,4.430208578692131e-05,4.1687843881490727e-10,1.256939137473733,1.0690368816133
"electricity production, hard coal",CN-HA,"electricity, high voltage",kWh,1,1.071322172938256,1.078737369503011,-0.0074582559017088,4.305933695423286e-05,4.049113187416833e-10,1.206518322320378,1.024131695765794
"electricity production, hard coal",CN-HB,"electricity, high voltage",kWh,1,1.170131773011851,1.178276890079035,-0.0081921451826675,4.702811548443579e-05,4.4312889535059687e-10,1.3183405700654,1.118403238199575
"electricity production, hard coal",CN-HE,"electricity, high voltage",kWh,1,1.152126552749114,1.160013156305021,-0.007932226062328,4.562250642165353e-05,4.2959350340536226e-10,1.295734006365357,1.101990534198368
"electricity production, hard coal",CN-HL,"electricity, high voltage",kWh,1,1.383990457990353,1.393726427434623,-0.0097916474616797,5.567801740924245e-05,5.264236131100473e-10,1.560559510985094,1.322372579833837
"electricity production, hard coal",CN-HN,"electricity, high voltage",kWh,1,1.109261268767483,1.116905026297644,-0.0076880596159484,4.430208578692131e-05,4.1687843881490727e-10,1.248535093805706,1.060643723056187
"electricity production, hard coal",CN-HU,"electricity, high voltage",kWh,1,1.064933491295607,1.072348687860361,-0.0074582559017088,4.305933695423286e-05,4.049113187416833e-10,1.200126894680599,1.01774854645029
"electricity production, hard coal",CN-JL,"electricity, high voltage",kWh,1,1.484442260217378,1.494572761051166,-0.0101883240268747,5.782319308658401e-05,5.47080702175094e-10,1.668065036639461,1.420330765665276
"electricity production, hard coal",CN-JS,"electricity, high voltage",kWh,1,0.969998570411837,0.9766198183599156,-0.0066599903680348,3.87424199564507e-05,3.6334132282333255e-10,1.09104325671404,0.9277388974354516
"electricity production, hard coal",CN-JX,"electricity, high voltage",kWh,1,1.063131948791658,1.070547145356412,-0.0074582559017088,4.305933695423286e-05,4.049113187416833e-10,1.198324577833706,1.015948564005684
"electricity production, hard coal",CN-LN,"electricity, high voltage",kWh,1,1.260830981139765,1.269546610783559,-0.0087657597930717,5.01301492781641e-05,4.730001044808013e-10,1.419216372422879,1.205543795410438
"electricity production, hard coal",CN-NM,"electricity, high voltage",kWh,1,1.563959719488115,1.574982204332986,-0.0110851580003589,6.267315548757965e-05,5.937836893086929e-10,1.763466606657632,1.494338291029703
"electricity production, hard coal",CN-NX,"electricity, high voltage",kWh,1,1.226085475158265,1.23450633997081,-0.008469392244363,4.852743181807106e-05,4.5756664618746357e-10,1.379218167041623,1.172626434009479
"electricity production, hard coal",CN-QH,"electricity, high voltage",kWh,1,1.208503910169392,1.216924774981937,-0.008469392244363,4.852743181807106e-05,4.5756664618746357e-10,1.361629045105995,1.155060093909657
"electricity production, hard coal",CN-SA,"electricity, high voltage",kWh,1,1.057065001283709,1.064264697509652,-0.0072415838282831,4.188760234054872e-05,3.9362803434424864e-10,1.188425732231415,1.011201415686484
"electricity production, hard coal",CN-SC,"electricity, high voltage",kWh,1,1.173416645572907,1.18156176264009,-0.0081921451826675,4.702811548443579e-05,4.4312889535059687e-10,1.32162685453757,1.121685266200411
"electricity production, hard coal",CN-SD,"electricity, high voltage",kWh,1,1.102222978990238,1.1098667365204,-0.0076880596159484,4.430208578692131e-05,4.1687843881490727e-10,1.241493778815343,1.053611528139158
"electricity production, hard coal",CN-SH,"electricity, high voltage",kWh,1,0.9211040083799502,0.9273878281659412,-0.0063207275162233,3.690773023240001e-05,3.4567407473687246e-10,1.036131816136874,0.8809449774781766
"electricity production, hard coal",CN-SX,"electricity, high voltage",kWh,1,1.20202449250778,1.210445357320325,-0.008469392244363,4.852743181807106e-05,4.5756664618746357e-10,1.3551468424469,1.148586287148733
"electricity production, hard coal",CN-TJ,"electricity, high voltage",kWh,1,1.077171924823765,1.08458712138852,-0.0074582559017088,4.305933695423286e-05,4.049113187416833e-10,1.212370588559051,1.029976382014455
"electricity production, hard coal",CN-XJ,"electricity, high voltage",kWh,1,1.152027575546952,1.159914179102859,-0.007932226062328,4.562250642165353e-05,4.2959350340536226e-10,1.295634986620595,1.101891642706264
"electricity production, hard coal",CN-XZ,"electricity, high voltage",kWh,1,1.141501256090847,1.149240364207804,-0.0077839286501098,4.482053315269545e-05,4.218708560462391e-10,1.282483251868184,1.092274156258392
"electricity production, hard coal",CN-YN,"electricity, high voltage",kWh,1,1.587973496982304,1.598995981827175,-0.0110851580003589,6.267315548757965e-05,5.937836893086929e-10,1.787490705806241,1.518331273611812
"electricity production, hard coal",CN-ZJ,"electricity, high voltage",kWh,1,0.9230429218143322,0.9293267416003232,-0.0063207275162233,3.690773023240001e-05,3.4567407473687246e-10,1.038071562959273,0.8828822118958182
"electricity production, hard coal",CO,"electricity, high voltage",kWh,1,1.131342265137187,1.13170066904141,-0.0004664521195469,0.0001080482153243,2.673915060139887e-10,1.279538036085076,1.067897285427553
"electricity production, hard coal",CZ,"electricity, high voltage",kWh,1,1.232988933192161,1.238009270090046,-0.005100086234809,7.974933692409419e-05,4.0839997505415975e-10,1.533540579046227,1.109636934763658
"electricity production, hard coal",DE,"electricity, high voltage",kWh,1,1.079032947019668,1.080724866669194,-0.0018056985269703,0.0001137788774439,4.860157663592473e-10,1.250243016971791,1.006718384711875
"electricity production, hard coal",EE,"electricity, high voltage",kWh,1,1.207038315220443,1.210607334525694,-0.0037475668367301,0.0001785475314795,7.14018242654101e-10,1.458566213363753,1.103849975888751
"electricity production, hard coal",ES,"electricity, high voltage",kWh,1,1.160011946512626,1.162204043569165,-0.0023159110614112,0.0001238140048726,5.256019145565622e-10,1.322910403166886,1.093284656528106
"electricity production, hard coal",FI,"electricity, high voltage",kWh,1,1.026734921054772,1.028785826488951,-0.0021458327779873,9.492734380905126e-05,4.2675557296223887e-10,1.171987620049439,0.966213279080934
"electricity production, hard coal",FR,"electricity, high voltage",kWh,1,1.076644966875403,1.078428496491048,-0.0018790600756441,9.553045999924132e-05,4.4680558291921586e-10,1.226621596730972,1.014925050563176
"electricity production, hard coal",GB,"electricity, high voltage",kWh,1,1.066196488135736,1.068746634559012,-0.0026477521274056,9.760570412987969e-05,4.68558448575776e-10,1.234749730072249,0.9976202436751276
"electricity production, hard coal",HR,"electricity, high voltage",kWh,1,1.16474204634324,1.169006259445767,-0.0044183152709997,0.000154102168473,6.651144497196381e-10,1.387150470759891,1.075292061144356
"electricity production, hard coal",IE,"electricity, high voltage",kWh,1,1.072945565653792,1.074343401438036,-0.0015546463312637,0.0001568105470201,5.602721240606001e-10,1.282985988286005,0.9848274896020772
"electricity production, hard coal",IN-AP,"electricity, high voltage",kWh,1,1.578363133515799,1.585752551282872,-0.0075019466301566,0.0001125288630837,3.34307868826942e-10,1.748835086787444,1.523165698148014
"electricity production, hard coal",IN-AS,"electricity, high voltage",kWh,1,1.578363133515799,1.585752551282871,-0.0075019466301566,0.0001125288630837,3.34307868826942e-10,1.748835086787444,1.523165698148014
"electricity production, hard coal",IN-BR,"electricity, high voltage",kWh,1,2.060143208105242,2.069792260199524,-0.0097955978443177,0.0001465457500358,4.3551678870969945e-10,2.282611221702697,1.988101435098145
"electricity production, hard coal",IN-CT,"electricity, high voltage",kWh,1,1.578363133515798,1.585752551282871,-0.0075019466301566,0.0001125288630837,3.34307868826942e-10,1.748835086787443,1.523165698148013
"electricity production, hard coal",IN-DL,"electricity, high voltage",kWh,1,1.687858605013405,1.695761576036661,-0.0080232309970114,0.0001202599737546,3.5730989607314585e-10,1.870147844722733,1.628832911091229
"electricity production, hard coal",IN-GJ,"electricity, high voltage",kWh,1,1.42506947341916,1.431739916627575,-0.0067721485165598,0.0001017053081444,3.02105030682423e-10,1.578997225678044,1.375231600027517
"electricity production, hard coal",IN-HR,"electricity, high voltage",kWh,1,1.534564944916762,1.541748941381362,-0.0072934328834146,0.0001094364188153,3.251070579286876e-10,1.700309983613334,1.480898812970732
"electricity production, hard coal",IN-JH,"electricity, high voltage",kWh,1,1.644060416414362,1.651757966135145,-0.0078147172502694,0.0001171675294863,3.481090851748247e-10,1.821622741548618,1.586566025913942
"electricity production, hard coal",IN-KA,"electricity, high voltage",kWh,1,1.512665850617239,1.519747136430602,-0.0071891760100437,0.0001078901966811,3.205066524792131e-10,1.676047432026274,1.459765370382088
"electricity production, hard coal",IN-MH,"electricity, high voltage",kWh,1,1.600262227815325,1.607754356233634,-0.0076062035035275,0.0001140750852179,3.389082742761633e-10,1.773097638374506,1.544299140736661
"electricity production, hard coal",IN-MP,"electricity, high voltage",kWh,1,1.731656793612444,1.739765185938174,-0.0082317447437533,0.000123352418023,3.66510706971516e-10,1.918672947896847,1.671099796268515
"electricity production, hard coal",IN-OR,"electricity, high voltage",kWh,1,1.600262227815324,1.607754356233634,-0.0076062035035275,0.0001140750852179,3.389082742761633e-10,1.773097638374506,1.54429914073666
"electricity production, hard coal",IN-PB,"electricity, high voltage",kWh,1,1.446968567718685,1.453741721578337,-0.0068764053899308,0.0001032515302786,3.0670543613183366e-10,1.603259777265108,1.396365042616165
"electricity production, hard coal",IN-RJ,"electricity, high voltage",kWh,1,1.468867662018204,1.475743526529093,-0.0069806622633017,0.0001047977524128,3.1130584158098515e-10,1.627522328852164,1.417498485204808
"electricity production, hard coal",IN-TN,"electricity, high voltage",kWh,1,1.578363133515799,1.585752551282871,-0.0075019466301566,0.0001125288630837,3.34307868826942e-10,1.748835086787444,1.523165698148014
"electricity production, hard coal",IN-UP,"electricity, high voltage",kWh,1,1.753555887911962,1.761766990888929,-0.0083360016171242,0.0001248986401572,3.711111124210293e-10,1.942935499483903,1.692233238857156
"electricity production, hard coal",IN-WB,"electricity, high voltage",kWh,1,1.512665850617239,1.519747136430602,-0.0071891760100437,0.0001078901966811,3.205066524792131e-10,1.676047432026273,1.459765370382087
"electricity production, hard coal",IT,"electricity, high voltage",kWh,1,1.099572170453737,1.101942177409619,-0.002483820865063,0.0001138139091811,5.444937893423442e-10,1.27927476082739,1.025144387606197
"electricity production, hard coal",JP,"electricity, high voltage",kWh,1,0.9748853337189328,0.9770097313203916,-0.0021795591596347,5.516155817599972e-05,3.273550400501639e-10,1.0749432618854,0.9349498368650874
"electricity production, hard coal",KR,"electricity, high voltage",kWh,1,1.223470702547916,1.226526277813339,-0.0031754152422859,0.0001198399768619,6.536165403130221e-10,1.387761073788872,1.157612987002162
"electricity production, hard coal",LV,"electricity, high voltage",kWh,1,1.017700433371354,1.020757195510253,-0.0032012295707708,0.0001444674318722,6.335601956655432e-10,1.199212083254029,0.9443818968062752
"electricity production, hard coal",MX,"electricity, high voltage",kWh,1,1.095332525168102,1.095746177159484,-0.0005320465863876,0.0001183945950051,2.9288727056062057e-10,1.259021632117953,1.025358298047847
"electricity production, hard coal",MY,"electricity, high voltage",kWh,1,1.20286023011785,1.207691397645673,-0.0048936016741532,6.243414632985015e-05,3.9917468086874576e-10,1.307199704243458,1.165327045897389
"electricity production, hard coal",NL,"electricity, high voltage",kWh,1,1.001393332124894,1.003037148642802,-0.0017289257774026,8.510925949455619e-05,4.5216772928199644e-10,1.13377467125099,0.94622965958816
"electricity production, hard coal",PE,"electricity, high voltage",kWh,1,1.211210176918142,1.2115379181076,-0.0004283438737824,0.0001006026843247,2.4968120378949836e-10,1.430064872157193,1.116748605789494
"electricity production, hard coal",PT,"electricity, high voltage",kWh,1,1.080947918666506,1.083039362860752,-0.0022296284491296,0.0001381842548828,5.116453795117917e-10,1.236769173230832,1.017309095311296
"electricity production, hard coal",RU,"electricity, high voltage",kWh,1,1.003830894123073,1.006924847056986,-0.0032100924712067,0.0001161395372936,3.8690015483844237e-10,1.25266550809899,0.899948244629364
"electricity production, hard coal",RoW,"electricity, high voltage",kWh,1,1.083739108713793,1.08748667441587,-0.0038136791651887,6.611346311226198e-05,4.1207445338390027e-10,1.223751761474659,1.028658615803141
"electricity production, hard coal",TH,"electricity, high voltage",kWh,1,1.292400157219787,1.29528048801513,-0.0029797213788388,9.939058349563378e-05,5.062292245021971e-10,1.45829061119099,1.227186628001641
"electricity production, hard coal",TR,"electricity, high voltage",kWh,1,1.114804507982442,1.117706440532422,-0.0030020290286132,0.0001000964786336,4.099494599008318e-10,1.312911702231275,1.033350573376687
"electricity production, hard coal",TW,"electricity, high voltage",kWh,1,0.9702825292390024,0.9737593103686067,-0.0035466838573043,6.990272770004791e-05,3.6484593507924444e-10,1.09473536621914,0.921690862224302
"electricity production, hard coal",TZ,"electricity, high voltage",kWh,1,1.092611399668502,1.0965212699741,-0.0039886136834225,7.874337782479864e-05,4.1484537812769624e-10,1.232764544710515,1.037887050310986
"electricity production, hard coal",UA,"electricity, high voltage",kWh,1,1.359765725566751,1.364724782034019,-0.0050560788229722,9.702235570493145e-05,5.10366621400465e-10,1.534015943339721,1.291697306165894
"electricity production, hard coal",US-ASCC,"electricity, high voltage",kWh,1,1.770562696128327,1.774578886417609,-0.0041140957978462,9.790550856432808e-05,5.786765484175995e-10,1.96465408869697,1.693534619184095
"electricity production, hard coal",US-HICC,"electricity, high voltage",kWh,1,1.166311490275886,1.168350002531949,-0.0020956450084844,5.713275242046921e-05,3.33393926955452e-10,1.275047337517081,1.123103449788976
"electricity production, hard coal",US-MRO,"electricity, high voltage",kWh,1,1.232235017128923,1.234894418350753,-0.0027299770804826,7.057585865270411e-05,4.1071812911105226e-10,1.367703984641548,1.178526238637861
"electricity production, hard coal",US-NPCC,"electricity, high voltage",kWh,1,1.178856471864725,1.18087197093547,-0.0020741943448752,5.8695274130009e-05,3.224872529635757e-10,1.279710435911816,1.139081351333056
"electricity production, hard coal",US-RFC,"electricity, high voltage",kWh,1,1.15794915903186,1.160039858115177,-0.0021392029391483,4.850385583159107e-05,2.8923643983754787e-10,1.254267281211092,1.119637055264924
"electricity production, hard coal",US-SERC,"electricity, high voltage",kWh,1,1.238416763450474,1.240898966773933,-0.002540644749196,5.844142573797925e-05,3.505252323796489e-10,1.355223526855064,1.191984686613298
"electricity production, hard coal",US-TRE,"electricity, high voltage",kWh,1,1.21202288170425,1.214695168385763,-0.0027392214165058,6.693473499297835e-05,4.0682533635300706e-10,1.345605912430423,1.15894157113686
"electricity production, hard coal",US-WECC,"electricity, high voltage",kWh,1,1.017028683671739,1.01912577328455,-0.0021542895341395,5.719992132915288e-05,3.3777199419157417e-10,1.128622151169841,0.972695183997406
"electricity production, hard coal, at coal mine power plant",CN,"electricity, high voltage, for internal use in coal mining",kWh,1,3.199072596498404,3.223287593167422,-0.0244096479952003,0.0001946513261826,1.428213109498203e-09,3.654495919234917,3.046796495450844
"electricity production, hard coal, at coal mine power plant",RoW,"electricity, high voltage, for internal use in coal mining",kWh,1,3.200744060809575,3.212854028240792,-0.0124131087940623,0.000303141362845,1.263226640741048e-09,3.666524235419221,3.025301333234647
"electricity production, hard coal, conventional",ZA,"electricity, high voltage",kWh,1,1.222517369026978,1.224486961785277,-0.0020330408537635,6.344809546429278e-05,6.702633834696735e-10,1.438398166567241,1.131522516856809
"electricity production, hard coal, supercritical",ZA,"electricity, high voltage",kWh,1,1.096643120845755,1.098368878845418,-0.0017876930779195,6.193507825635965e-05,6.492405040806199e-10,1.304766715912606,1.008789717355315
"electricity production, high voltage, for Swiss Federal Railways",CH,"electricity, high voltage, for Swiss Federal Railways",kWh,1,0.0059878927872351,0.0057037194079873,0.0002671909337709,1.698244547689503e-05,1.7702532698674497e-11,0.0072796672084596,0.0055046837671877
"electricity production, hydro, aluminium industry",CA,"electricity, high voltage, aluminium industry",kWh,1,0.011470851769227,0.0042193224383968,9.593537949278498e-06,0.0072419357928808,2.796270419067139e-11,0.0130633739503544,0.0113834230940111
"electricity production, hydro, aluminium industry",CN,"electricity, high voltage, aluminium industry",kWh,1,0.0045852694595838,0.0045992043380518,-1.706717662400318e-05,3.13229815591312e-06,8.838158652254102e-12,0.0052582025238719,0.0044165845059964
