activity_name,geography,reference_product_name,kmeans_cluster,agglomerative_cluster,dbscan_cluster
"electricity production, wind, <1MW turbine, onshore",ES,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",FI,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",FR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",GB,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",GR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",HR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",HU,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",ID,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IE,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-AP,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-GJ,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-KA,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-MH,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-MP,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-RJ,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IN-TN,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",IT,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",JP,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",KR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",LT,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",LU,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",LV,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",MX,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",NL,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",NO,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",PE,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",PL,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",PT,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",RO,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",RU,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",RoW,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",SE,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",SK,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",TR,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",TW,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",UA,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-ASCC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-HICC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-MRO,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-NPCC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-RFC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-SERC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-TRE,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",US-WECC,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore",ZA,"electricity, high voltage",0,1,0
"electricity production, wind, <1MW turbine, onshore, renewable energy products",CH,"electricity, high voltage, renewable energy products",0,1,0
"electricity production, wind, >3MW turbine, onshore",AT,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",AU,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",BE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",BG,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-AB,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-MB,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-NB,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-NS,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-ON,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-PE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-QC,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-SK,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CA-YK,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CH,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CL,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-AH,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-BJ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-CQ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-FJ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-GD,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-GS,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-GX,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-GZ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HA,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HB,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HL,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HN,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-HU,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-JL,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-JS,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-JX,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-LN,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-NM,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-NX,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-QH,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-SA,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-SC,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-SD,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-SH,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-SX,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-TJ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-XJ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-YN,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CN-ZJ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CY,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",CZ,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",DE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",DK,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",EE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",ES,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",FI,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",FR,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",GB,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",GR,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",HR,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",HU,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",IE,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",IN-TN,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",IR,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",IT,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",JP,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",KR,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",LT,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",LU,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",LV,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",MX,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",NL,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",NO,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",PL,"electricity, high voltage",0,1,0
"electricity production, wind, >3MW turbine, onshore",PT,"electricity, high voltage",0,1,0
