activity_name,geography,reference_product_name,kmeans_cluster,agglomerative_cluster,dbscan_cluster
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",CL,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",CN,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",ID,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",KZ,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",PE,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",RU,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",RoW,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",US,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment",ZM,"sulfidic tailings, from copper mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",AR,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",AU,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",BR,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",CA,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",CN,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",CO,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",KZ,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",MX,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",PE,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",PG,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",RU,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",RoW,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",US,"sulfidic tailings, from gold mine operation",0,1,0
"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment",CA,"sulfidic tailings, from nickel mine operation",0,1,0
"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment",RoW,"sulfidic tailings, from nickel mine operation",0,1,0
"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment",RU,"sulfidic tailings, from nickel mine operation",0,1,0
"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment",ZA,"sulfidic tailings, from nickel mine operation",0,1,0
"treatment of sulfidic tailings, from silver mine operation, tailings impoundment",AU,"sulfidic tailings, from silver mine operation",0,1,0
"treatment of sulfidic tailings, from silver mine operation, tailings impoundment",RoW,"sulfidic tailings, from silver mine operation",0,1,0
"treatment of sulfidic tailings, from silver mine operation, tailings impoundment",MX,"sulfidic tailings, from silver mine operation",0,1,0
"treatment of sulfidic tailings, from silver mine operation, tailings impoundment",US,"sulfidic tailings, from silver mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",AU,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",CN,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",RoW,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",IN,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",KZ,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",MX,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",PE,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment",US,"sulfidic tailings, from zinc-lead mine operation",0,1,0
"treatment of sulfidic tailings, generic, tailings impoundment",GLO,"sulfidic tailings, generic",0,1,0
"treatment of tailing, from uranium milling",GLO,"tailing, from uranium milling",0,1,0
treatment of tallow to esterquat,RoW,esterquat,0,1,0
treatment of tallow to esterquat,RER,esterquat,0,1,0
"treatment of tin slag, residual material landfill",GLO,tin slag,0,1,0
"treatment of tyre wear emissions, lorry",RoW,"tyre wear emissions, lorry",0,1,0
"treatment of tyre wear emissions, lorry",RER,"tyre wear emissions, lorry",0,1,0
"treatment of tyre wear emissions, passenger car",RoW,"tyre wear emissions, passenger car",0,1,0
"treatment of tyre wear emissions, passenger car",RER,"tyre wear emissions, passenger car",0,1,0
"treatment of uranium tailing, non-radioactive emission",GLO,"uranium tailing, non-radioactive emission",0,1,0
"treatment of used IT accessory, mechanical treatment",GLO,used IT accessory,0,1,0
"treatment of used Li-ion battery, hydrometallurgical treatment",GLO,cobalt,0,1,0
"treatment of used Li-ion battery, hydrometallurgical treatment",GLO,lithium carbonate,0,1,0
"treatment of used Li-ion battery, hydrometallurgical treatment",GLO,used Li-ion battery,0,1,0
"treatment of used Li-ion battery, pyrometallurgical treatment",GLO,cobalt,0,1,0
"treatment of used Li-ion battery, pyrometallurgical treatment",GLO,manganese dioxide,0,1,0
"treatment of used Li-ion battery, pyrometallurgical treatment",GLO,used Li-ion battery,0,1,0
"treatment of used Ni-metal hydride battery, pyrometallurgical treatment",GLO,used Ni-metal hydride battery,0,1,0
"treatment of used air distribution terminal panel, steel, 120 m3/h",CH,"used air distribution terminal panel steel, 120 m3/h",0,1,0
"treatment of used air distribution terminal panel, steel, 120 m3/h",RoW,"used air distribution terminal panel steel, 120 m3/h",0,1,0
"treatment of used air filter, central unit, 600 m3/h",CH,"used air filter central unit, 600 m3/h",0,1,0
"treatment of used air filter, central unit, 600 m3/h",RoW,"used air filter central unit, 600 m3/h",0,1,0
"treatment of used air filter, decentralized unit, 180-250 m3/h",CH,"used air filter decentralized unit, 180-250 m3/h",0,1,0
"treatment of used air filter, decentralized unit, 180-250 m3/h",RoW,"used air filter decentralized unit, 180-250 m3/h",0,1,0
"treatment of used air filter, decentralized unit, 250 m3/h",CH,"used air filter decentralized unit, 250 m3/h",0,1,0
"treatment of used air filter, decentralized unit, 250 m3/h",RoW,"used air filter decentralized unit, 250 m3/h",0,1,0
"treatment of used air filter, in exhaust air valve",CH,used air filter in exhaust air valve,0,1,0
"treatment of used air filter, in exhaust air valve",RoW,used air filter in exhaust air valve,0,1,0
"treatment of used beverage cans, for recycling, unsorted, sorting",CH,"aluminium scrap, post-consumer, prepared for melting",0,1,0
"treatment of used beverage cans, for recycling, unsorted, sorting",Europe without Switzerland,"aluminium scrap, post-consumer, prepared for melting",0,1,0
"treatment of used beverage cans, for recycling, unsorted, sorting",RoW,"aluminium scrap, post-consumer, prepared for melting",0,1,0
treatment of used bicycle,CH,used bicycle,4,4,0
treatment of used bicycle,RoW,used bicycle,4,1,0
"treatment of used blower and heat exchange unit, Avent E 97",CH,used blower and heat exchange unit Avent E 97,0,1,0
"treatment of used blower and heat exchange unit, Avent E 97",RoW,used blower and heat exchange unit Avent E 97,0,1,0
"treatment of used blower and heat exchange unit, GE 250 RH",CH,used blower and heat exchange unit GE 250 RH,0,1,0
"treatment of used blower and heat exchange unit, GE 250 RH",RoW,used blower and heat exchange unit GE 250 RH,0,1,0
"treatment of used blower and heat exchange unit, KWL 250",CH,used blower and heat exchange unit KWL 250,0,1,0
"treatment of used blower and heat exchange unit, KWL 250",RoW,used blower and heat exchange unit KWL 250,0,1,0
"treatment of used blower and heat exchange unit, KWLC 1200",CH,used blower and heat exchange unit KWLC 1200,4,4,0
"treatment of used blower and heat exchange unit, KWLC 1200",RoW,used blower and heat exchange unit KWLC 1200,4,4,0
"treatment of used blower and heat exchange unit, Storkair G 90",CH,used blower and heat exchange unit Storkair G 90,4,4,0
"treatment of used blower and heat exchange unit, Storkair G 90",RoW,used blower and heat exchange unit Storkair G 90,4,4,0
"treatment of used blower and heat exchange unit, Twl-700",CH,used blower and heat exchange unit Twl-700,4,4,0
"treatment of used blower and heat exchange unit, Twl-700",RoW,used blower and heat exchange unit Twl-700,4,4,0
"treatment of used blower and heat exchange unit, central, 600-1200 m3/h",CH,"used blower and heat exchange unit central, 600-1200 m3/h",4,4,0
"treatment of used blower and heat exchange unit, central, 600-1200 m3/h",RoW,"used blower and heat exchange unit central, 600-1200 m3/h",4,4,0
"treatment of used blower and heat exchange unit, decentralized, 180-250 m3/h",CH,"used blower and heat exchange unit decentralized, 180-250 m3/h",4,4,0
"treatment of used blower and heat exchange unit, decentralized, 180-250 m3/h",RoW,"used blower and heat exchange unit decentralized, 180-250 m3/h",4,4,0
treatment of used bus,CH,used bus,4,4,0
treatment of used bus,RoW,used bus,4,4,0
treatment of used cable,GLO,"copper, cathode",0,1,0
treatment of used cable,GLO,used cable,0,1,0
"treatment of used capacitor, to hazardous waste incineration",CH,used capacitor,4,4,0
"treatment of used capacitor, to hazardous waste incineration",RoW,used capacitor,4,4,0
"treatment of used capacitor, to hazardous waste incineration, with energy recovery",CH,"electricity, medium voltage",0,1,0
"evaporation of natural gas, import from DZ",JP,"natural gas, high pressure",0,1,0
"treatment of used capacitor, to hazardous waste incineration, with energy recovery",CH,used capacitor,4,4,0
"treatment of used capacitor, to hazardous waste incineration, with energy recovery",RoW,"electricity, medium voltage",0,1,0
"natural gas, high pressure, import from DZ",KR,"natural gas, high pressure",0,1,0
"treatment of used capacitor, to hazardous waste incineration, with energy recovery",RoW,used capacitor,4,4,0
"treatment of used cathode ray tube display, manual dismantling",CH,used cathode ray tube display,0,1,0
"treatment of used cathode ray tube display, manual dismantling",RoW,used cathode ray tube display,0,1,0
"treatment of used cathode ray tube display, mechanical treatment",GLO,used cathode ray tube display,0,1,0
"treatment of used desktop computer, manual dismantling",CH,used desktop computer,0,1,0
"treatment of used desktop computer, manual dismantling",RoW,used desktop computer,0,1,0
"treatment of used desktop computer, mechanical treatment",GLO,used desktop computer,0,1,0
"treatment of used diesel-electric generating set, 18.5kW",GLO,"used diesel-electric generating set, 18.5kW",4,4,0
"treatment of used domestic refrigerator, controlled dismantling",GH,used domestic refrigerator,4,4,0
"treatment of used domestic refrigerator, uncontrolled dismantling",GH,used domestic refrigerator,4,4,0
"treatment of used door, inner, glass-wood, collection for final disposal",CH,"used door, inner, glass-wood",4,4,0
"treatment of used door, inner, glass-wood, collection for final disposal",RoW,"used door, inner, glass-wood",4,4,0
"treatment of used door, inner, wood, collection for final disposal",CH,"used door, inner, wood",4,4,0
"treatment of used door, inner, wood, collection for final disposal",RoW,"used door, inner, wood",4,4,0
"treatment of used door, outer, wood-aluminium, collection for final disposal",CH,"used door, outer, wood-aluminium",4,4,0
"treatment of used door, outer, wood-aluminium, collection for final disposal",RoW,"used door, outer, wood-aluminium",4,4,0
"treatment of used door, outer, wood-glass, collection for final disposal",CH,"used door, outer, wood-glass",4,4,0
"treatment of used door, outer, wood-glass, collection for final disposal",RoW,"used door, outer, wood-glass",4,4,0
"treatment of used double glazing, U<1.1W/m2K, collection for final disposal",CH,"used double glazing, U<1.1W/m2K",0,1,0
"treatment of used double glazing, U<1.1W/m2K, collection for final disposal",RoW,"used double glazing, U<1.1W/m2K",0,1,0
"treatment of used double glazing, U<1.1W/m2K, laminated safety glass, collection for final disposal",CH,"used double glazing, U<1.1W/m2K, laminated safety glass",4,4,0
"treatment of used double glazing, U<1.1W/m2K, laminated safety glass, collection for final disposal",RoW,"used double glazing, U<1.1W/m2K, laminated safety glass",4,4,0
treatment of used electric bicycle,CH,used electric bicycle,4,4,0
treatment of used electric bicycle,RoW,used electric bicycle,4,4,0
"treatment of used exhaust air roof hood, steel, DN 400",CH,"used exhaust air roof hood steel, DN 400",0,1,0
"treatment of used exhaust air roof hood, steel, DN 400",RoW,"used exhaust air roof hood steel, DN 400",0,1,0
"treatment of used exhaust air valve, in-wall housing, plastic/steel, DN 125",CH,"used exhaust air valve in-wall housing, plastic/steel",0,1,0
"treatment of used exhaust air valve, in-wall housing, plastic/steel, DN 125",RoW,"used exhaust air valve in-wall housing, plastic/steel",0,1,0
"treatment of used flexible duct, aluminium/PET, DN of 125",CH,"used flexible duct aluminium/PET, DN of 125",0,1,0
"treatment of used flexible duct, aluminium/PET, DN of 125",RoW,"used flexible duct aluminium/PET, DN of 125",0,1,0
treatment of used fluorescent lamp,GLO,mercury,0,1,0
treatment of used fluorescent lamp,GLO,used fluorescent lamp,0,1,0
"treatment of used glider, electric scooter, shredding",GLO,"used glider, electric scooter",0,1,0
"treatment of used glider, passenger car, shredding",GLO,"used glider, passenger car",0,1,0
"treatment of used industrial electronic device, manual dismantling",CH,used industrial electronic device,0,1,0
"treatment of used industrial electronic device, manual dismantling",RoW,used industrial electronic device,0,1,0
"treatment of used industrial electronic device, mechanical treatment",GLO,used industrial electronic device,0,1,0
"treatment of used insulation spiral-seam duct, rockwool, DN 400, 30 mm",CH,"used insulation spiral-seam duct rockwool, DN 400",0,1,0
"treatment of used insulation spiral-seam duct, rockwool, DN 400, 30 mm",RoW,"used insulation spiral-seam duct rockwool, DN 400",0,1,0
"treatment of used intermodal shipping container, 20-foot",GLO,"used intermodal shipping container, 20-foot",4,4,0
"treatment of used intermodal shipping container, 40-foot",GLO,"used intermodal shipping container, 40-foot",4,4,0
"treatment of used intermodal shipping container, 40-foot, high-cube",GLO,"used intermodal shipping container, 40-foot, high-cube",4,4,0
"treatment of used intermodal shipping container, 45-foot, high-cube",GLO,"used intermodal shipping container, 45-foot, high-cube",4,4,0
"treatment of used internal combustion engine, passenger car, shredding",GLO,"used internal combustion engine, passenger car",0,1,0
"treatment of used laptop computer, manual dismantling",CH,used laptop computer,0,1,0
"treatment of used laptop computer, manual dismantling",RoW,used laptop computer,0,1,0
"treatment of used laptop computer, mechanical treatment",GLO,used laptop computer,0,1,0
treatment of used light commercial vehicle,CH,used light commercial vehicle,4,4,0
treatment of used light commercial vehicle,RoW,used light commercial vehicle,4,4,0
"treatment of used liquid crystal display module, municipal incineration",GLO,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of used liquid crystal display module, municipal incineration",GLO,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of used liquid crystal display module, municipal incineration",GLO,used liquid crystal display module,0,1,0
"treatment of used liquid crystal display module, municipal incineration FAE",CH,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of used liquid crystal display module, municipal incineration FAE",CH,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of used liquid crystal display module, municipal incineration FAE",CH,used liquid crystal display module,0,1,0
"treatment of used liquid crystal display, manual dismantling",CH,used liquid crystal display,0,1,0
"treatment of used liquid crystal display, manual dismantling",RoW,used liquid crystal display,0,1,0
"treatment of used liquid crystal display, mechanical treatment",GLO,used liquid crystal display,0,1,0
treatment of used locomotive,RoW,used locomotive,4,4,0
treatment of used locomotive,RER,used locomotive,4,4,0
"treatment of used long liner, steel",GLO,"used long liner, steel",0,1,0
"treatment of used lorry with refrigeration machine, 16 metric ton",GLO,"used lorry with refrigeration machine, 16 metric ton",4,4,0
"treatment of used lorry, 16 metric ton",CH,"used lorry, 16 metric ton",4,4,0
"treatment of used lorry, 16 metric ton",RoW,"used lorry, 16 metric ton",4,4,0
"treatment of used lorry, 28 metric ton",CH,"used lorry, 28 metric ton",4,4,0
"treatment of used lorry, 28 metric ton",RoW,"used lorry, 28 metric ton",4,4,0
"treatment of used lorry, 40 metric ton",CH,"used lorry, 40 metric ton",4,4,0
"treatment of used lorry, 40 metric ton",RoW,"used lorry, 40 metric ton",4,4,0
"treatment of used metallurgical coke, unsanitary landfill",CN,used metallurgical coke,0,1,0
treatment of used motor scooter,CH,used motor scooter,4,4,0
treatment of used motor scooter,RoW,used motor scooter,4,4,0
"treatment of used outside air intake, stainless steel, DN 370",CH,"used outside air intake stainless steel, DN 370",4,4,0
"treatment of used outside air intake, stainless steel, DN 370",RoW,"used outside air intake stainless steel, DN 370",4,4,0
"treatment of used powertrain for electric passenger car, manual dismantling",GLO,"used powertrain from electric passenger car, manual dismantling",0,1,0
"treatment of used powertrain, electric scooter, manual dismantling",GLO,"used powertrain, electric scooter",0,1,0
"treatment of used printer, laser, by mechanical treatment",GLO,"used printer, laser",0,1,0
"treatment of used printer, laser, manual dismantling",CH,"used printer, laser",4,1,0
"treatment of used printer, laser, manual dismantling",RoW,"used printer, laser",0,1,0
"treatment of used purse seiner, steel",RoW,"used purse seiner, steel",0,1,0
"treatment of used purse seiner, steel",RLA,"used purse seiner, steel",0,1,0
"treatment of used purse seiner, wood",RoW,"used purse seiner, wood",0,1,0
"treatment of used purse seiner, wood",RLA,"used purse seiner, wood",0,1,0
treatment of used railway track,CH,used railway track,0,1,0
treatment of used railway track,RoW,used railway track,0,1,0
"treatment of used reefer, intermodal shipping container, 40-foot, high-cube",GLO,"used reefer, intermodal shipping container, 40-foot, high-cube",4,4,0
"treatment of used refrigerant R12, final disposal",GLO,used refrigerant R12,4,4,0
"treatment of used refrigerant R12, venting",GLO,used refrigerant R12,4,4,0
"treatment of used refrigerant R134a, final disposal",GLO,used refrigerant R134a,4,4,0
"treatment of used refrigerant R134a, reclamation",GLO,"tetrafluoroethane, R134a",0,1,0
"treatment of used refrigerant R134a, reclamation",GLO,used refrigerant R134a,0,1,0
"treatment of used refrigerant R134a, venting",GLO,used refrigerant R134a,4,4,0
"treatment of used refrigerant R600a, final disposal",GLO,used refrigerant R600a,4,4,0
"treatment of used refrigerant R600a, venting",GLO,used refrigerant R600a,0,1,0
"treatment of used refrigeration machine, R134a as refrigerant",GLO,"used refrigeration machine, R134a as refrigerant",4,4,0
"treatment of used refrigeration machine, carbon dioxide, liquid as refrigerant",GLO,"used refrigeration machine, carbon dioxide, liquid as refrigerant",4,4,0
"treatment of used room-connecting overflow element, steel, approx. 40 m3/h",CH,"used room-connecting overflow element steel, approx. 40 m3/h",0,1,0
"treatment of used room-connecting overflow element, steel, approx. 40 m3/h",RoW,"used room-connecting overflow element steel, approx. 40 m3/h",0,1,0
"treatment of used sealing tape, aluminium/PE, 50 mm wide",CH,"used sealing tape aluminium/PE, 50 mm wide",0,1,0
"treatment of used sealing tape, aluminium/PE, 50 mm wide",RoW,"used sealing tape aluminium/PE, 50 mm wide",0,1,0
"treatment of used silencer, steel, DN 125",CH,"used silencer steel, DN 125",0,1,0
"treatment of used silencer, steel, DN 125",RoW,"used silencer steel, DN 125",0,1,0
"treatment of used silencer, steel, DN 315, 50 mm",CH,"used silencer steel, DN 315",0,1,0
"treatment of used silencer, steel, DN 315, 50 mm",RoW,"used silencer steel, DN 315",0,1,0
"treatment of used smartphone, mechanical treatment",GLO,used smartphone,0,1,0
"treatment of used tablet, mechanical treatment",GLO,used tablet,0,1,0
"treatment of used toner module, laser printer, black/white, recycling",RoW,"toner module, laser printer, black/white",4,4,0
"treatment of used toner module, laser printer, black/white, recycling",RER,"toner module, laser printer, black/white",4,4,0
"treatment of used toner module, laser printer, colour, recycling",RoW,"toner module, laser printer, colour",4,4,0
"treatment of used toner module, laser printer, colour, recycling",RER,"toner module, laser printer, colour",4,4,0
"treatment of used train, passenger, high-speed",DE,"used train, passenger, high-speed",4,4,0
"treatment of used train, passenger, high-speed",RoW,"used train, passenger, high-speed",4,4,0
"treatment of used train, passenger, long distance",CH,"used train, passenger, long-distance",4,4,0
"treatment of used train, passenger, long distance",RoW,"used train, passenger, long-distance",4,4,0
"treatment of used train, passenger, regional",CH,"used train, passenger, regional",4,4,0
"treatment of used train, passenger, regional",RoW,"used train, passenger, regional",4,4,0
treatment of used tram,CH,used tram,4,4,0
treatment of used tram,RoW,used tram,4,4,0
"treatment of used trawler, steel",RoW,"used trawler, steel",0,1,0
"treatment of used trawler, steel",PE,"used trawler, steel",0,1,0
"treatment of used triple glazing, U<0.5W/m2K, collection for final disposal",CH,"used triple glazing, U<0.5W/m2K",4,4,0
"treatment of used triple glazing, U<0.5W/m2K, collection for final disposal",RoW,"used triple glazing, U<0.5W/m2K",4,4,0
treatment of used tyre,GLO,used tyre,4,4,0
treatment of used vegetable cooking oil by anaerobic digestion,CH,biogas,0,1,0
treatment of used vegetable cooking oil by anaerobic digestion,RoW,biogas,0,1,0
"treatment of used vegetable cooking oil, purification",CA-QC,"used vegetable cooking oil, purified",0,1,0
"treatment of used vegetable cooking oil, purification",CH,"used vegetable cooking oil, purified",0,1,0
"treatment of used vegetable cooking oil, purification",FR,"used vegetable cooking oil, purified",0,1,0
"treatment of used vegetable cooking oil, purification",RoW,"used vegetable cooking oil, purified",0,1,0
"treatment of used vegetable cooking oil, purified, esterification",CA-QC,fatty acid methyl ester,0,1,0
"treatment of used vegetable cooking oil, purified, esterification",CA-QC,glycerine,0,1,0
"treatment of used vegetable cooking oil, purified, esterification",FR,fatty acid methyl ester,0,1,0
"treatment of used vegetable cooking oil, purified, esterification",FR,glycerine,0,1,0
"treatment of used vegetable cooking oil, purified, esterification",RoW,fatty acid methyl ester,0,1,0
"treatment of used vegetable cooking oil, purified, esterification",RoW,glycerine,0,1,0
"treatment of used ventilation control and wiring, central unit",CH,used ventilation control and wiring central unit,4,4,0
"treatment of used ventilation control and wiring, central unit",RoW,used ventilation control and wiring central unit,4,4,0
"treatment of used ventilation control and wiring, decentralized unit",CH,used ventilation control and wiring decentralized unit,4,1,0
"treatment of used ventilation control and wiring, decentralized unit",RoW,used ventilation control and wiring decentralized unit,4,1,0
"treatment of used window frame, aluminium, collection for final disposal",CH,"used window frame, aluminium",4,4,0
"treatment of used window frame, aluminium, collection for final disposal",RoW,"used window frame, aluminium",4,4,0
"treatment of used window frame, plastic, collection for final disposal",CH,"used window frame, plastic",4,4,0
"treatment of used window frame, plastic, collection for final disposal",RoW,"used window frame, plastic",4,4,0
"treatment of used window frame, wood, collection for final disposal",CH,"used window frame, wood",4,4,0
"treatment of used window frame, wood, collection for final disposal",RoW,"used window frame, wood",4,4,0
"treatment of used window frame, wood-metal, collection for final disposal",CH,"used window frame, wood-metal",4,4,0
"treatment of used window frame, wood-metal, collection for final disposal",RoW,"used window frame, wood-metal",4,4,0
"treatment of waste aluminium, municipal incineration",Europe without Switzerland,waste aluminium,0,1,0
"treatment of waste aluminium, municipal incineration",RoW,waste aluminium,0,1,0
"treatment of waste aluminium, municipal incineration FAE",CH,waste aluminium,0,1,0
"treatment of waste aluminium, sanitary landfill",CH,waste aluminium,0,1,0
"treatment of waste aluminium, sanitary landfill",RoW,"electricity, medium voltage",0,1,0
"evaporation of natural gas, import from ID",MX,"natural gas, high pressure",0,1,0
"treatment of waste aluminium, sanitary landfill",RoW,waste aluminium,0,1,0
"treatment of waste asphalt, sanitary landfill",CH,"electricity, medium voltage",0,1,0
"natural gas production, low pressure, vehicle grade",CH,"natural gas, low pressure, vehicle grade",0,1,0
"treatment of waste asphalt, sanitary landfill",CH,waste asphalt,0,1,0
"treatment of waste asphalt, sanitary landfill",RoW,"electricity, medium voltage",0,1,0
"evaporation of natural gas, import from US",JP,"natural gas, high pressure",0,1,0
"treatment of waste asphalt, sanitary landfill",RoW,waste asphalt,0,1,0
"treatment of waste bamboo residues, open burning",GLO,waste bamboo residues,0,1,0
"treatment of waste bitumen sheet, municipal incineration",GLO,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of waste bitumen sheet, municipal incineration",GLO,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of waste bitumen sheet, municipal incineration",GLO,waste bitumen sheet,4,4,0
"treatment of waste bitumen sheet, municipal incineration FAE",CH,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of waste bitumen sheet, municipal incineration FAE",CH,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of waste bitumen sheet, municipal incineration FAE",CH,waste bitumen sheet,4,4,0
"treatment of waste bitumen, sanitary landfill",CH,"electricity, medium voltage",0,1,0
"natural gas, high pressure, import from DZ",JP,"natural gas, high pressure",0,1,0
"treatment of waste bitumen, sanitary landfill",CH,waste bitumen,0,1,0
"treatment of waste bitumen, sanitary landfill",Europe without Switzerland,"electricity, medium voltage",0,1,0
"evaporation of natural gas, import from NG",CN,"natural gas, high pressure",0,1,0
"treatment of waste bitumen, sanitary landfill",Europe without Switzerland,waste bitumen,0,1,0
"treatment of waste bitumen, sanitary landfill",RoW,"electricity, medium voltage",0,1,0
"natural gas, high pressure, import from ID",MX,"natural gas, high pressure",0,1,0
"treatment of waste bitumen, sanitary landfill",RoW,waste bitumen,0,1,0
"treatment of waste brick, collection for final disposal",CH,waste brick,0,1,0
"treatment of waste brick, collection for final disposal",RoW,waste brick,0,1,0
"treatment of waste brick, recycling",CH,waste brick,0,1,0
"treatment of waste brick, recycling",RoW,waste brick,0,1,0
"treatment of waste brick, sorting plant",CH,waste brick,0,1,0
"treatment of waste brick, sorting plant",Europe without Switzerland,waste brick,0,1,0
"treatment of waste brick, sorting plant",RoW,waste brick,0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration",GLO,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration",GLO,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration",GLO,"waste building wood, chrome preserved",0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration FAE",CH,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration FAE",CH,"heat, for reuse in municipal waste incineration only",0,1,0
"treatment of waste building wood, chrome preserved, municipal incineration FAE",CH,"waste building wood, chrome preserved",0,1,0
"treatment of waste bulk iron, excluding reinforcement, sorting plant",CH,"waste bulk iron, excluding reinforcement",0,1,0
"treatment of waste bulk iron, excluding reinforcement, sorting plant",Europe without Switzerland,"waste bulk iron, excluding reinforcement",0,1,0
"treatment of waste bulk iron, excluding reinforcement, sorting plant",RoW,"waste bulk iron, excluding reinforcement",0,1,0
"treatment of waste cement in concrete and mortar, collection for final disposal",CH,waste cement in concrete and mortar,0,1,0
"treatment of waste cement in concrete and mortar, collection for final disposal",Europe without Switzerland,waste cement in concrete and mortar,0,1,0
"treatment of waste cement in concrete and mortar, collection for final disposal",RoW,waste cement in concrete and mortar,0,1,0
"treatment of waste cement in concrete and mortar, sorting plant",CH,waste cement in concrete and mortar,0,1,0
"treatment of waste cement in concrete and mortar, sorting plant",Europe without Switzerland,waste cement in concrete and mortar,0,1,0
"treatment of waste cement in concrete and mortar, sorting plant",RoW,waste cement in concrete and mortar,0,1,0
"treatment of waste cement, hydrated, residual material landfill",CH,"waste cement, hydrated",0,1,0
"treatment of waste cement, hydrated, residual material landfill",Europe without Switzerland,"waste cement, hydrated",0,1,0
"treatment of waste cement, hydrated, residual material landfill",RoW,"waste cement, hydrated",0,1,0
"treatment of waste cement-fibre slab, collection for final disposal",CH,waste cement-fibre slab,0,1,0
"treatment of waste cement-fibre slab, collection for final disposal",RoW,waste cement-fibre slab,0,1,0
"treatment of waste cement-fibre slab, dismantled, municipal incineration",GLO,"electricity, for reuse in municipal waste incineration only",0,1,0
"treatment of waste cement-fibre slab, dismantled, municipal incineration",GLO,"heat, for reuse in municipal waste incineration only",0,1,0
