activity_name,geography,reference_product_name,iso_forest_anomaly,lof_anomaly
"electricity production, hydro, run-of-river",TW,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",UA,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-ASCC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-HICC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-MRO,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-NPCC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-RFC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-SERC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-TRE,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",US-WECC,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river",ZA,"electricity, high voltage",False,False
"electricity production, hydro, run-of-river, renewable energy products",CH,"electricity, high voltage, renewable energy products",False,False
"electricity production, lignite",AU,"electricity, high voltage",False,False
"electricity production, lignite",BA,"electricity, high voltage",False,False
"electricity production, lignite",BG,"electricity, high voltage",False,False
"electricity production, lignite",CA-AB,"electricity, high voltage",False,False
"electricity production, lignite",CA-MB,"electricity, high voltage",False,False
"electricity production, lignite",CA-NS,"electricity, high voltage",False,False
"electricity production, lignite",CA-ON,"electricity, high voltage",False,False
"electricity production, lignite",CA-SK,"electricity, high voltage",False,False
"electricity production, lignite",CZ,"electricity, high voltage",False,False
"electricity production, lignite",DE,"electricity, high voltage",False,False
"electricity production, lignite",ES,"electricity, high voltage",False,False
"electricity production, lignite",GR,"electricity, high voltage",False,False
"electricity production, lignite",HR,"electricity, high voltage",False,False
"electricity production, lignite",HU,"electricity, high voltage",False,False
"electricity production, lignite",ID,"electricity, high voltage",False,False
"electricity production, lignite",IN-AP,"electricity, high voltage",False,False
"electricity production, lignite",IN-BR,"electricity, high voltage",False,False
"electricity production, lignite",IN-CT,"electricity, high voltage",False,False
"electricity production, lignite",IN-GJ,"electricity, high voltage",False,False
"electricity production, lignite",IN-HR,"electricity, high voltage",False,False
"electricity production, lignite",IN-KA,"electricity, high voltage",False,False
"electricity production, lignite",IN-MH,"electricity, high voltage",False,False
"electricity production, lignite",IN-MP,"electricity, high voltage",False,False
"electricity production, lignite",IN-OR,"electricity, high voltage",False,False
"electricity production, lignite",IN-PB,"electricity, high voltage",False,False
"electricity production, lignite",IN-RJ,"electricity, high voltage",False,False
"electricity production, lignite",IN-TN,"electricity, high voltage",False,False
"electricity production, lignite",IN-UP,"electricity, high voltage",False,False
"electricity production, lignite",IN-WB,"electricity, high voltage",False,False
"electricity production, lignite",IT,"electricity, high voltage",False,False
"electricity production, lignite",KR,"electricity, high voltage",False,False
"electricity production, lignite",MK,"electricity, high voltage",False,False
"electricity production, lignite",MX,"electricity, high voltage",False,False
"electricity production, lignite",PL,"electricity, high voltage",False,False
"electricity production, lignite",RO,"electricity, high voltage",False,False
"electricity production, lignite",RS,"electricity, high voltage",False,False
"electricity production, lignite",RU,"electricity, high voltage",False,False
"electricity production, lignite",RoW,"electricity, high voltage",False,False
"electricity production, lignite",SI,"electricity, high voltage",False,False
"electricity production, lignite",TH,"electricity, high voltage",False,False
"electricity production, lignite",TR,"electricity, high voltage",False,False
"electricity production, lignite",TW,"electricity, high voltage",False,False
"electricity production, lignite",UA,"electricity, high voltage",False,False
"electricity production, lignite",US-ASCC,"electricity, high voltage",False,False
"electricity production, lignite",US-HICC,"electricity, high voltage",False,False
"electricity production, lignite",US-MRO,"electricity, high voltage",False,False
"electricity production, lignite",US-NPCC,"electricity, high voltage",False,False
"electricity production, lignite",US-RFC,"electricity, high voltage",False,False
"electricity production, lignite",US-SERC,"electricity, high voltage",False,False
"electricity production, lignite",US-TRE,"electricity, high voltage",False,False
"electricity production, lignite",US-WECC,"electricity, high voltage",False,False
"electricity production, medium voltage, petroleum refinery operation",CO,"electricity, medium voltage",False,False
"electricity production, medium voltage, petroleum refinery operation",Europe without Switzerland,"electricity, medium voltage",False,False
"electricity production, medium voltage, petroleum refinery operation",IN,"electricity, medium voltage",False,False
"electricity production, medium voltage, petroleum refinery operation",RoW,"electricity, medium voltage",False,False
"electricity production, natural gas, 10MW",CH,"electricity, high voltage",False,False
"electricity production, natural gas, 10MW",DE,"electricity, high voltage",False,False
"electricity production, natural gas, 10MW",RoW,"electricity, high voltage",False,False
"electricity production, natural gas, 10MW",NL,"electricity, high voltage",False,False
"electricity production, natural gas, aluminium industry",CA,"electricity, high voltage, aluminium industry",False,False
"electricity production, natural gas, aluminium industry","IAI Area, EU27 & EFTA","electricity, high voltage, aluminium industry",False,False
"electricity production, natural gas, aluminium industry","IAI Area, Gulf Cooperation Council","electricity, high voltage, aluminium industry",False,False
"electricity production, natural gas, aluminium industry","IAI Area, South America","electricity, high voltage, aluminium industry",False,False
"electricity production, natural gas, combined cycle power plant",AR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",AT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",AU,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BG,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BR-North-eastern grid,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BR-Northern grid,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BR-South-eastern/Mid-western grid,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",BR-Southern grid,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-AB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-BC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-MB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-NB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-NS,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-NT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-ON,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CA-SK,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-AH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-BJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-CQ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-FJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-GD,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-GS,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-GX,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-GZ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HN,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-HU,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-JL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-JS,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-JX,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-LN,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-NM,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-NX,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-QH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-SA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-SC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-SD,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-SH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-SX,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-TJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-XJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-XZ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-YN,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CN-ZJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CO,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CY,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",CZ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",DE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",ES,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",FI,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",FR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",GB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",GR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",HR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",HU,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",ID,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-AP,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-AS,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-DL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-GA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-GJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-HR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-KA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-KL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-MH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-PB,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-PY,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-RJ,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-TN,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-TR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-UP,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IN-UT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",IT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",JP,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",KR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",LU,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",LV,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",MT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",MX,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",MY,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",NL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",NO,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",PE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",PL,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",PT,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",RO,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",RU,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",RoW,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",SA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",SE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",SI,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",SK,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",TH,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",TR,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",TW,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",UA,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-ASCC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-MRO,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-NPCC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-RFC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-SERC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-TRE,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",US-WECC,"electricity, high voltage",False,False
"electricity production, natural gas, combined cycle power plant",ZA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",AR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",AT,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",AU,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",BE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",BG,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",BR-North-eastern grid,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",BR-South-eastern/Mid-western grid,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-AB,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-BC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-MB,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-NB,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-NF,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-NS,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-NT,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-ON,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-PE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CA-SK,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-AH,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-BJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-CQ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-FJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-GD,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-GS,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-GX,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-GZ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HB,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HN,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-HU,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-JL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-JS,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-JX,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-LN,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-NM,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-NX,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-QH,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-SA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-SC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-SD,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-SH,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-SX,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-TJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-XJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-XZ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-YN,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CN-ZJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CO,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",CZ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",DE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",ES,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",FI,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",FR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",GB,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",GR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",HR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",HU,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",ID,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-AP,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-AS,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-DL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-DN,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-GA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-GJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-HR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-KA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-KL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-MH,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-MP,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-PY,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-RJ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-TN,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-TR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IN-UP,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",IT,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",JP,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",KR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",LU,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",MX,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",MY,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",NL,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",NO,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",PE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",PT,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",RO,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",RU,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",RoW,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",SA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",SI,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",SK,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",TH,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",TR,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",TW,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",TZ,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",UA,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-ASCC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-MRO,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-NPCC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-RFC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-SERC,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-TRE,"electricity, high voltage",False,False
"electricity production, natural gas, conventional power plant",US-WECC,"electricity, high voltage",False,False
"electricity production, nuclear, aluminium industry","IAI Area, EU27 & EFTA","electricity, high voltage, aluminium industry",False,False
"electricity production, nuclear, aluminium industry","IAI Area, Russia & RER w/o EU27 & EFTA","electricity, high voltage, aluminium industry",False,False
"electricity production, nuclear, aluminium industry",RNA,"electricity, high voltage, aluminium industry",False,False
"electricity production, nuclear, aluminium industry",RoW,"electricity, high voltage, aluminium industry",False,True
"electricity production, nuclear, boiling water reactor",CH,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",DE,"electricity, high voltage",False,True
"electricity production, nuclear, boiling water reactor",ES,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",FI,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",GB,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",IN-MH,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",JP,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",MX,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",RU,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",RoW,"electricity, high voltage",False,True
"electricity production, nuclear, boiling water reactor",SE,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",TW,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-MRO,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-NPCC,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-RFC,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-SERC,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-TRE,"electricity, high voltage",False,False
"electricity production, nuclear, boiling water reactor",US-WECC,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",BE,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",BG,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",BR-South-eastern/Mid-western grid,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",CH,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-FJ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-GD,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-GX,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-HA,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-JS,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-LN,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-SD,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-SH,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CN-ZJ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",CZ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",DE,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",ES,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",FI,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",FR,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",GB,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",HU,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",IN-TN,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",IR,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",JP,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",KR,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",LT,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",LV,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",NL,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",RO,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",RU,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",RoW,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",SE,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",SI,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",SK,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",TW,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",UA,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor",US-MRO,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",US-NPCC,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",US-RFC,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",US-SERC,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",US-TRE,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",US-WECC,"electricity, high voltage",False,True
"electricity production, nuclear, pressure water reactor",ZA,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",AR,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",CA-NB,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",CA-ON,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",CA-QC,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",CN-ZJ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-GJ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-KA,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-MH,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-RJ,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-TN,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",IN-UP,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",JP,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",KR,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",RO,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",RU,"electricity, high voltage",False,False
"electricity production, nuclear, pressure water reactor, heavy water moderated",RoW,"electricity, high voltage",False,False
"electricity production, oil",AR,"electricity, high voltage",False,False
