activity_name,geography,reference_product_name,iso_forest_anomaly,lof_anomaly
"market for deinked pulp, wet lap",GLO,"deinked pulp, wet lap",False,False
"market for deinking emulsion, in paper production",RoW,"deinking emulsion, in paper production",False,False
"market for deinking emulsion, in paper production",RER,"deinking emulsion, in paper production",False,False
"market for delimbing/sorting, excavator-based processor",GLO,"delimbing/sorting, excavator-based processor",False,False
"market for demersal fish, fresh",GLO,"demersal fish, fresh",False,False
market for diammonium phosphate,CN,diammonium phosphate,False,False
market for diammonium phosphate,RoW,diammonium phosphate,False,False
market for diammonium phosphate,RER,diammonium phosphate,False,False
market for diammonium phosphate,RNA,diammonium phosphate,False,False
market for diazine-compound,GLO,diazine-compound,False,False
market for diazole-compound,GLO,diazole-compound,False,False
market for diborane,GLO,diborane,False,False
market for dichlobenil,GLO,dichlobenil,False,False
market for dichloromethane,RoW,dichloromethane,False,False
market for dichloromethane,RER,dichloromethane,False,False
market for dicyclopentadiene based unsaturated polyester resin,RoW,dicyclopentadiene based unsaturated polyester resin,False,False
market for dicyclopentadiene based unsaturated polyester resin,RER,dicyclopentadiene based unsaturated polyester resin,False,False
market for diesel,BR,diesel,False,False
market for diesel,CH,diesel,False,False
market for diesel,CO,diesel,False,False
market for diesel,Europe without Switzerland,diesel,False,False
market for diesel,RoW,diesel,False,False
market for diesel,IN,diesel,False,False
market for diesel,PE,diesel,False,False
market for diesel,ZA,diesel,False,False
"market for diesel, burned in agricultural machinery",GLO,"diesel, burned in agricultural machinery",False,False
"market for diesel, burned in building machine",GLO,"diesel, burned in building machine",False,True
"market for diesel, burned in diesel-electric generating set, 10MW",GLO,"diesel, burned in diesel-electric generating set, 10MW",False,False
"market for diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",GLO,"diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",False,False
"market for diesel, burned in diesel-electric generating set, 18.5kW",GLO,"diesel, burned in diesel-electric generating set, 18.5kW",False,False
"market for diesel, burned in fishing vessel",GLO,"diesel, burned in fishing vessel",False,False
"market for diesel, low-sulfur",BR,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",CH,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",CO,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",Europe without Switzerland,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",RoW,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",IN,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",PE,"diesel, low-sulfur",False,False
"market for diesel, low-sulfur",ZA,"diesel, low-sulfur",False,False
"market for diesel-electric generating set, 10MW",GLO,"diesel-electric generating set, 10MW",False,False
"market for diesel-electric generating set, 18.5kW",GLO,"diesel-electric generating set, 18.5kW",False,False
market for diethanolamine,GLO,diethanolamine,False,False
market for diethyl carbonate,RoW,diethyl carbonate,False,False
market for diethyl carbonate,RER,diethyl carbonate,False,False
"market for diethyl ether, without water, in 99.95% solution state",RoW,"diethyl ether, without water, in 99.95% solution state",False,False
"market for diethyl ether, without water, in 99.95% solution state",RER,"diethyl ether, without water, in 99.95% solution state",False,False
market for diethylene glycol,RoW,diethylene glycol,False,False
market for diethylene glycol,RER,diethylene glycol,False,False
market for digester sludge,CH,digester sludge,False,False
market for digester sludge,RoW,digester sludge,False,False
market for diisopropyl ether,RoW,diisopropyl ether,False,False
market for diisopropyl ether,RER,diisopropyl ether,False,False
market for dimethenamide,GLO,dimethenamide,False,False
market for dimethyl carbonate,GLO,dimethyl carbonate,False,False
market for dimethyl ether,CN,dimethyl ether,False,False
market for dimethyl ether,RoW,dimethyl ether,False,False
market for dimethyl ether,RER,dimethyl ether,False,False
market for dimethyl hexanediol,GLO,dimethyl hexanediol,False,False
market for dimethyl hexynediol,GLO,dimethyl hexynediol,False,False
market for dimethyl malonate,GLO,dimethyl malonate,False,False
market for dimethyl sulfate,RoW,dimethyl sulfate,False,False
market for dimethyl sulfate,RER,dimethyl sulfate,False,False
market for dimethyl sulfide,GLO,dimethyl sulfide,False,False
market for dimethyl sulfoxide,GLO,dimethyl sulfoxide,False,False
market for dimethylacetamide,GLO,dimethylacetamide,False,False
market for dimethylamine,RoW,dimethylamine,False,False
market for dimethylamine,RER,dimethylamine,False,False
market for dimethylamine borane,GLO,dimethylamine borane,False,False
market for dimethylaminopropylamine,GLO,dimethylaminopropylamine,False,False
market for dimethyldichlorosilane,GLO,dimethyldichlorosilane,False,False
market for dinitroaniline-compound,GLO,dinitroaniline-compound,False,False
market for dinitrogen tetroxide,GLO,dinitrogen tetroxide,False,False
market for dioctyl adipate,GLO,dioctyl adipate,False,False
market for dioctyl terephthalate,GLO,dioctyl terephthalate,False,False
"market for diode, auxilliaries and energy use",GLO,"diode, auxilliaries and energy use",False,False
"market for diode, glass-, for surface-mounting",GLO,"diode, glass-, for surface-mounting",False,False
"market for diode, glass-, for through-hole mounting",GLO,"diode, glass-, for through-hole mounting",False,False
market for dioxane,RoW,dioxane,False,False
market for dioxane,RER,dioxane,False,False
market for diphenylether-compound,GLO,diphenylether-compound,False,False
market for dipropyl amine,GLO,dipropyl amine,False,False
market for dipropylene glycol monomethyl ether,RoW,dipropylene glycol monomethyl ether,False,False
market for dipropylene glycol monomethyl ether,RER,dipropylene glycol monomethyl ether,False,False
market for dishwasher,GLO,dishwasher,False,False
"market for disk drive, CD/DVD, ROM, for desktop computer",GLO,"disk drive, CD/DVD, ROM, for desktop computer",False,False
"market for disk drive, CD/DVD, ROM, for laptop computer",GLO,"disk drive, CD/DVD, ROM, for laptop computer",False,False
market for disodium disulfite,GLO,disodium disulfite,False,False
market for disodium phosphate,GLO,disodium phosphate,False,False
"market for display, cathode ray tube, 17 inches",GLO,"display, cathode ray tube, 17 inches",False,False
"market for display, liquid crystal, 17 inches",GLO,"display, liquid crystal, 17 inches",False,False
market for distillate gas oil,GB,distillate gas oil,False,False
"market for distribution network, electricity, low voltage",GLO,"distribution network, electricity, low voltage",False,False
market for dithiocarbamate-compound,GLO,dithiocarbamate-compound,False,False
market for dodecanol,GLO,dodecanol,False,False
market for dolomite,RoW,dolomite,False,False
market for dolomite,RER,dolomite,False,False
market for dolomite quarry infrastructure,GLO,dolomite quarry infrastructure,False,False
"market for door, inner, glass-wood",GLO,"door, inner, glass-wood",False,False
"market for door, inner, wood",GLO,"door, inner, wood",False,False
"market for door, outer, wood-aluminium",GLO,"door, outer, wood-aluminium",False,False
"market for door, outer, wood-glass",GLO,"door, outer, wood-glass",False,False
"market for drawing of pipe, steel",GLO,"drawing of pipe, steel",False,False
"market for dried roughage store, air dried, solar",GLO,"dried roughage store, air dried, solar",False,False
"market for dried roughage store, cold-air dried, conventional",GLO,"dried roughage store, cold-air dried, conventional",False,False
"market for dried roughage store, non ventilated",GLO,"dried roughage store, non ventilated",False,False
market for drilling waste,CH,drilling waste,False,False
market for drilling waste,RoW,drilling waste,False,False
market for dross from Al electrolysis,CA,dross from Al electrolysis,False,False
market for dross from Al electrolysis,CN,dross from Al electrolysis,False,False
market for dross from Al electrolysis,RoW,dross from Al electrolysis,False,False
market for dross from Al electrolysis,RER,dross from Al electrolysis,False,False
market for dryer,GLO,dryer,False,False
"market for drying of bread grain, seed and legumes",GLO,"drying of bread grain, seed and legumes",False,False
market for drying of feed grain,GLO,drying of feed grain,False,False
market for drying of grass,GLO,drying of grass,False,False
market for drying of lentils,GLO,drying of lentils,False,False
market for drying of maize grain,GLO,drying of maize grain,False,False
market for drying of maize straw and whole-plant,GLO,drying of maize straw and whole-plant,False,False
market for drying of protein pea,GLO,drying of protein pea,False,True
"heat production, softwood chips from forest, at furnace 1000kW",RoW,"heat, district or industrial, other than natural gas",False,False
market for dung slab,GLO,dung slab,False,False
"market for dust collector, electrostatic precipitator, for domestic use",GLO,"dust collector, electrostatic precipitator, for domestic use",False,False
"market for dust collector, electrostatic precipitator, for industrial use",GLO,"dust collector, electrostatic precipitator, for industrial use",False,False
"market for dust collector, multicyclone",GLO,"dust collector, multicyclone",False,False
market for dysprosium oxide,GLO,dysprosium oxide,False,False
market for electric arc furnace,GLO,electric arc furnace,True,False
market for electric arc furnace dust,CH,electric arc furnace dust,False,True
market for electric arc furnace dust,Europe without Switzerland,electric arc furnace dust,False,False
market for electric arc furnace dust,RoW,electric arc furnace dust,False,False
market for electric arc furnace dust,IN,electric arc furnace dust,False,False
market for electric arc furnace secondary metallurgy slag,RoW,electric arc furnace secondary metallurgy slag,False,False
market for electric arc furnace secondary metallurgy slag,RER,electric arc furnace secondary metallurgy slag,False,True
"market for electric arc furnace secondary metallurgy slag, for recovery",RoW,"electric arc furnace secondary metallurgy slag, for recovery",False,False
"market for electric arc furnace secondary metallurgy slag, for recovery",RER,"electric arc furnace secondary metallurgy slag, for recovery",False,False
market for electric arc furnace slag,CH,electric arc furnace slag,False,True
market for electric arc furnace slag,Europe without Switzerland,electric arc furnace slag,False,False
market for electric arc furnace slag,RoW,electric arc furnace slag,False,False
market for electric arc furnace slag,IN,electric arc furnace slag,False,False
"market for electric arc furnace slag, for recovery",RoW,"electric arc furnace slag, for recovery",False,False
"market for electric arc furnace slag, for recovery",RER,"electric arc furnace slag, for recovery",False,False
market for electric bicycle,GLO,electric bicycle,False,False
"market for electric connector, peripheral component interconnect buss",GLO,"electric connector, peripheral component interconnect buss",False,False
"market for electric connector, peripheral type buss",GLO,"electric connector, peripheral type buss",False,False
"market for electric connector, wire clamp",GLO,"electric connector, wire clamp",False,False
market for electric kettle,GLO,electric kettle,False,False
"market for electric motor, electric passenger car",GLO,"electric motor, electric passenger car",False,False
"market for electric motor, for electric scooter",GLO,"electric motor, for electric scooter",False,False
"market for electric motor, vehicle",GLO,"electric motor, vehicle",False,False
"market for electric parts, heat and power co-generation unit, 160kW electrical",GLO,"electric parts, heat and power co-generation unit, 160kW electrical",False,False
"market for electric parts, mini CHP plant",GLO,"electric parts, mini CHP plant",False,False
"market for electric scooter, without battery",GLO,"electric scooter, without battery",False,False
"market for electricity, for reuse in municipal waste incineration only",AT,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",BE,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",BG,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",CH,"electricity, for reuse in municipal waste incineration only",False,True
"market for electricity, for reuse in municipal waste incineration only",CZ,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",DE,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",DK,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",ES,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",FI,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",FR,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",GB,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",HU,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",IT,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",JP,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",KR,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",LU,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",NL,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",NO,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",PL,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",PT,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",RU,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",RoW,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",SE,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",SK,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",TR,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, for reuse in municipal waste incineration only",TW,"electricity, for reuse in municipal waste incineration only",False,False
"market for electricity, high voltage",AE,"electricity, high voltage",False,False
"market for electricity, high voltage",AL,"electricity, high voltage",False,False
"market for electricity, high voltage",AM,"electricity, high voltage",False,False
"market for electricity, high voltage",AO,"electricity, high voltage",False,False
"market for electricity, high voltage",AR,"electricity, high voltage",False,False
"market for electricity, high voltage",AT,"electricity, high voltage",False,False
"market for electricity, high voltage",AU,"electricity, high voltage",False,False
"market for electricity, high voltage",AZ,"electricity, high voltage",False,False
"market for electricity, high voltage",BA,"electricity, high voltage",False,False
"market for electricity, high voltage",BD,"electricity, high voltage",False,False
"market for electricity, high voltage",BE,"electricity, high voltage",False,False
"market for electricity, high voltage",BG,"electricity, high voltage",False,False
"market for electricity, high voltage",BH,"electricity, high voltage",False,False
"market for electricity, high voltage",BJ,"electricity, high voltage",False,False
"market for electricity, high voltage",BN,"electricity, high voltage",False,False
"market for electricity, high voltage",BO,"electricity, high voltage",False,False
"market for electricity, high voltage",BR-North-eastern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",BR-Northern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",BR-South-eastern/Mid-western grid,"electricity, high voltage",False,False
"market for electricity, high voltage",BR-Southern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",BW,"electricity, high voltage",False,False
"market for electricity, high voltage",BY,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-AB,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-BC,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-MB,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-NB,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-NF,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-NS,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-NT,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-NU,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-ON,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-PE,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-QC,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-SK,"electricity, high voltage",False,False
"market for electricity, high voltage",CA-YK,"electricity, high voltage",False,False
"market for electricity, high voltage",CD,"electricity, high voltage",False,False
"market for electricity, high voltage",CG,"electricity, high voltage",False,False
"market for electricity, high voltage",CH,"electricity, high voltage",False,False
"market for electricity, high voltage",CI,"electricity, high voltage",False,False
"market for electricity, high voltage",CL,"electricity, high voltage",False,False
"market for electricity, high voltage",CM,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-CCG,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-CSG,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-ECGC,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-NCGC,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-NECG,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-NWG,"electricity, high voltage",False,False
"market for electricity, high voltage",CN-SWG,"electricity, high voltage",False,False
"market for electricity, high voltage",CO,"electricity, high voltage",False,False
"market for electricity, high voltage",CR,"electricity, high voltage",False,False
"market for electricity, high voltage",CU,"electricity, high voltage",False,False
"market for electricity, high voltage",CW,"electricity, high voltage",False,False
"market for electricity, high voltage",CY,"electricity, high voltage",False,False
"market for electricity, high voltage",CZ,"electricity, high voltage",False,False
"market for electricity, high voltage",DE,"electricity, high voltage",False,False
"market for electricity, high voltage",DK,"electricity, high voltage",False,False
"market for electricity, high voltage",DO,"electricity, high voltage",False,False
"market for electricity, high voltage",DZ,"electricity, high voltage",False,False
"market for electricity, high voltage",EC,"electricity, high voltage",False,False
"market for electricity, high voltage",EE,"electricity, high voltage",False,False
"market for electricity, high voltage",EG,"electricity, high voltage",False,False
"market for electricity, high voltage",ER,"electricity, high voltage",False,False
"market for electricity, high voltage",ES,"electricity, high voltage",False,False
"market for electricity, high voltage",ET,"electricity, high voltage",False,False
"market for electricity, high voltage",FI,"electricity, high voltage",False,False
"market for electricity, high voltage",FR,"electricity, high voltage",False,False
"market for electricity, high voltage",GA,"electricity, high voltage",False,False
"market for electricity, high voltage",GB,"electricity, high voltage",False,False
"market for electricity, high voltage",GE,"electricity, high voltage",False,False
"market for electricity, high voltage",GH,"electricity, high voltage",False,False
"market for electricity, high voltage",GI,"electricity, high voltage",False,False
"market for electricity, high voltage",GR,"electricity, high voltage",False,False
"market for electricity, high voltage",GT,"electricity, high voltage",False,False
"market for electricity, high voltage",HK,"electricity, high voltage",False,False
"market for electricity, high voltage",HN,"electricity, high voltage",False,False
"market for electricity, high voltage",HR,"electricity, high voltage",False,False
"market for electricity, high voltage",HT,"electricity, high voltage",False,False
"market for electricity, high voltage",HU,"electricity, high voltage",False,False
"market for electricity, high voltage",ID,"electricity, high voltage",False,False
"market for electricity, high voltage",IE,"electricity, high voltage",False,False
"market for electricity, high voltage",IL,"electricity, high voltage",False,False
"market for electricity, high voltage",IN-Eastern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",IN-North-eastern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",IN-Northern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",IN-Southern grid,"electricity, high voltage",False,False
"market for electricity, high voltage",IN-Western grid,"electricity, high voltage",False,False
"market for electricity, high voltage",IQ,"electricity, high voltage",False,False
"market for electricity, high voltage",IR,"electricity, high voltage",False,False
"market for electricity, high voltage",IS,"electricity, high voltage",False,False
"market for electricity, high voltage",IT,"electricity, high voltage",False,False
"market for electricity, high voltage",JM,"electricity, high voltage",False,False
"market for electricity, high voltage",JO,"electricity, high voltage",False,False
"market for electricity, high voltage",JP,"electricity, high voltage",False,False
"market for electricity, high voltage",KE,"electricity, high voltage",False,False
"market for electricity, high voltage",KG,"electricity, high voltage",False,False
"market for electricity, high voltage",KH,"electricity, high voltage",False,False
"market for electricity, high voltage",KP,"electricity, high voltage",False,False
"market for electricity, high voltage",KR,"electricity, high voltage",False,False
"market for electricity, high voltage",KW,"electricity, high voltage",False,False
"market for electricity, high voltage",KZ,"electricity, high voltage",False,False
"market for electricity, high voltage",LB,"electricity, high voltage",False,False
"market for electricity, high voltage",LK,"electricity, high voltage",False,False
"market for electricity, high voltage",LT,"electricity, high voltage",False,False
"market for electricity, high voltage",LU,"electricity, high voltage",False,False
"market for electricity, high voltage",LV,"electricity, high voltage",False,False
"market for electricity, high voltage",LY,"electricity, high voltage",False,False
"market for electricity, high voltage",MA,"electricity, high voltage",False,False
"market for electricity, high voltage",MD,"electricity, high voltage",False,False
"market for electricity, high voltage",ME,"electricity, high voltage",False,False
"market for electricity, high voltage",MK,"electricity, high voltage",False,False
"market for electricity, high voltage",MM,"electricity, high voltage",False,False
"market for electricity, high voltage",MN,"electricity, high voltage",False,False
"market for electricity, high voltage",MT,"electricity, high voltage",False,False
"market for electricity, high voltage",MU,"electricity, high voltage",False,False
"market for electricity, high voltage",MX,"electricity, high voltage",False,False
"market for electricity, high voltage",MY,"electricity, high voltage",False,False
"market for electricity, high voltage",MZ,"electricity, high voltage",False,False
"market for electricity, high voltage",,"electricity, high voltage",False,False
"market for electricity, high voltage",NE,"electricity, high voltage",False,False
"market for electricity, high voltage",NG,"electricity, high voltage",False,False
"market for electricity, high voltage",NI,"electricity, high voltage",False,False
"market for electricity, high voltage",NL,"electricity, high voltage",False,False
"market for electricity, high voltage",NO,"electricity, high voltage",False,False
"market for electricity, high voltage",NP,"electricity, high voltage",False,False
"market for electricity, high voltage",NZ,"electricity, high voltage",False,False
"market for electricity, high voltage",OM,"electricity, high voltage",False,False
"market for electricity, high voltage",PA,"electricity, high voltage",False,False
"market for electricity, high voltage",PE,"electricity, high voltage",False,False
"market for electricity, high voltage",PH,"electricity, high voltage",False,False
"market for electricity, high voltage",PK,"electricity, high voltage",False,False
"market for electricity, high voltage",PL,"electricity, high voltage",False,False
"market for electricity, high voltage",PT,"electricity, high voltage",False,False
"market for electricity, high voltage",PY,"electricity, high voltage",False,False
"market for electricity, high voltage",QA,"electricity, high voltage",False,False
"market for electricity, high voltage",RO,"electricity, high voltage",False,False
"market for electricity, high voltage",RS,"electricity, high voltage",False,False
"market for electricity, high voltage",RU,"electricity, high voltage",False,False
"market for electricity, high voltage",SA,"electricity, high voltage",False,False
"market for electricity, high voltage",SD,"electricity, high voltage",False,False
"market for electricity, high voltage",SE,"electricity, high voltage",False,False
"market for electricity, high voltage",SG,"electricity, high voltage",False,False
"market for electricity, high voltage",SI,"electricity, high voltage",False,False
"market for electricity, high voltage",SK,"electricity, high voltage",False,False
"market for electricity, high voltage",SN,"electricity, high voltage",False,False
"market for electricity, high voltage",SS,"electricity, high voltage",False,False
"market for electricity, high voltage",SV,"electricity, high voltage",False,False
"market for electricity, high voltage",SY,"electricity, high voltage",False,False
"market for electricity, high voltage",TG,"electricity, high voltage",False,False
"market for electricity, high voltage",TH,"electricity, high voltage",False,False
"market for electricity, high voltage",TJ,"electricity, high voltage",False,False
"market for electricity, high voltage",TM,"electricity, high voltage",False,False
"market for electricity, high voltage",TN,"electricity, high voltage",False,False
"market for electricity, high voltage",TR,"electricity, high voltage",False,False
"market for electricity, high voltage",TT,"electricity, high voltage",False,False
"market for electricity, high voltage",TW,"electricity, high voltage",False,False
"market for electricity, high voltage",TZ,"electricity, high voltage",False,False
"market for electricity, high voltage",UA,"electricity, high voltage",False,False
"market for electricity, high voltage",US-ASCC,"electricity, high voltage",False,False
"market for electricity, high voltage",US-HICC,"electricity, high voltage",False,False
"market for electricity, high voltage",US-MRO,"electricity, high voltage",False,False
"market for electricity, high voltage",US-NPCC,"electricity, high voltage",False,False
"market for electricity, high voltage",US-PR,"electricity, high voltage",False,False
"market for electricity, high voltage",US-RFC,"electricity, high voltage",False,False
"market for electricity, high voltage",US-SERC,"electricity, high voltage",False,False
"market for electricity, high voltage",US-TRE,"electricity, high voltage",False,False
"market for electricity, high voltage",US-WECC,"electricity, high voltage",False,False
"market for electricity, high voltage",UY,"electricity, high voltage",False,False
"market for electricity, high voltage",UZ,"electricity, high voltage",False,False
"market for electricity, high voltage",VE,"electricity, high voltage",False,False
"market for electricity, high voltage",VN,"electricity, high voltage",False,False
"market for electricity, high voltage",XK,"electricity, high voltage",False,False
"market for electricity, high voltage",YE,"electricity, high voltage",False,False
"market for electricity, high voltage",ZA,"electricity, high voltage",False,False
"market for electricity, high voltage",ZM,"electricity, high voltage",False,False
"market for electricity, high voltage",ZW,"electricity, high voltage",False,False
"market for electricity, high voltage, aluminium industry",CA,"electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry",CN,"electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, Africa","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, Asia, without China and GCC","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, EU27 & EFTA","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, Gulf Cooperation Council","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, Russia & RER w/o EU27 & EFTA","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry","IAI Area, South America","electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry",RoW,"electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, aluminium industry",UN-OCEANIA,"electricity, high voltage, aluminium industry",False,False
"market for electricity, high voltage, cobalt industry",GLO,"electricity, high voltage, cobalt industry",False,False
"market for electricity, high voltage, for Swiss Federal Railways",CH,"electricity, high voltage, for Swiss Federal Railways",False,False
"market for electricity, high voltage, for internal use in coal mining",GLO,"electricity, high voltage, for internal use in coal mining",False,False
"market for electricity, high voltage, renewable energy products",CH,"electricity, high voltage, renewable energy products",False,False
"market for electricity, low voltage",AE,"electricity, low voltage",False,False
"market for electricity, low voltage",AL,"electricity, low voltage",False,False
"market for electricity, low voltage",AM,"electricity, low voltage",False,True
"market for electricity, low voltage",AO,"electricity, low voltage",False,False
"market for electricity, low voltage",AR,"electricity, low voltage",False,False
"market for electricity, low voltage",AT,"electricity, low voltage",False,False
"market for electricity, low voltage",AU,"electricity, low voltage",False,False
"market for electricity, low voltage",AZ,"electricity, low voltage",False,False
"market for electricity, low voltage",BA,"electricity, low voltage",False,False
"market for electricity, low voltage",BD,"electricity, low voltage",False,False
"market for electricity, low voltage",BE,"electricity, low voltage",False,False
"market for electricity, low voltage",BG,"electricity, low voltage",False,False
"market for electricity, low voltage",BH,"electricity, low voltage",False,False
"market for electricity, low voltage",BJ,"electricity, low voltage",False,False
"market for electricity, low voltage",BN,"electricity, low voltage",False,False
"market for electricity, low voltage",BO,"electricity, low voltage",False,False
"market for electricity, low voltage",BR-North-eastern grid,"electricity, low voltage",False,False
"market for electricity, low voltage",BR-Northern grid,"electricity, low voltage",False,False
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,"electricity, low voltage",False,False
"market for electricity, low voltage",BR-Southern grid,"electricity, low voltage",False,False
"market for electricity, low voltage",BW,"electricity, low voltage",False,False
"market for electricity, low voltage",BY,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-AB,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-BC,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-MB,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-NB,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-NF,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-NS,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-NT,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-NU,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-ON,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-PE,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-QC,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-SK,"electricity, low voltage",False,False
"market for electricity, low voltage",CA-YK,"electricity, low voltage",False,False
"market for electricity, low voltage",CD,"electricity, low voltage",False,False
"market for electricity, low voltage",CG,"electricity, low voltage",False,False
"market for electricity, low voltage",CH,"electricity, low voltage",False,False
"market for electricity, low voltage",CI,"electricity, low voltage",False,False
"market for electricity, low voltage",CL,"electricity, low voltage",False,False
"market for electricity, low voltage",CM,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-CCG,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-CSG,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-ECGC,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-NCGC,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-NECG,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-NWG,"electricity, low voltage",False,False
"market for electricity, low voltage",CN-SWG,"electricity, low voltage",False,False
"market for electricity, low voltage",CO,"electricity, low voltage",False,False
"market for electricity, low voltage",CR,"electricity, low voltage",False,False
"market for electricity, low voltage",CU,"electricity, low voltage",False,False
"market for electricity, low voltage",CW,"electricity, low voltage",False,False
"market for electricity, low voltage",CY,"electricity, low voltage",False,False
"market for electricity, low voltage",CZ,"electricity, low voltage",False,False
"market for electricity, low voltage",DE,"electricity, low voltage",False,False
"market for electricity, low voltage",DK,"electricity, low voltage",False,False
